 >TARPBXN : slab+disk; XS2,XS3,YS,ZS= 15.0000  0.0000 24.0000 24.0000
      9312 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   2400 -13  11  11 2 2 2
   2401 -12 -12 -12 2 2 2
   2402 -12 -12 -11 2 2 2
   2403 -12 -12 -10 2 2 2
   2404 -12 -12  -9 2 2 2
   2405 -12 -12  -8 2 2 2
   2406 -12 -12  -7 2 2 2
   2407 -12 -12  -6 2 2 2
   2408 -12 -12  -5 2 2 2
   2409 -12 -12  -4 2 2 2
   2410 -12 -12  -3 2 2 2
   2411 -12 -12  -2 2 2 2
   2412 -12 -12  -1 2 2 2
   2413 -12 -12   0 2 2 2
   2414 -12 -12   1 2 2 2
   2415 -12 -12   2 2 2 2
   2416 -12 -12   3 2 2 2
   2417 -12 -12   4 2 2 2
   2418 -12 -12   5 2 2 2
   2419 -12 -12   6 2 2 2
   2420 -12 -12   7 2 2 2
   2421 -12 -12   8 2 2 2
   2422 -12 -12   9 2 2 2
   2423 -12 -12  10 2 2 2
   2424 -12 -12  11 2 2 2
   2425 -12 -11 -12 2 2 2
   2426 -12 -11 -11 2 2 2
   2427 -12 -11 -10 2 2 2
   2428 -12 -11  -9 2 2 2
   2429 -12 -11  -8 2 2 2
   2430 -12 -11  -7 2 2 2
   2431 -12 -11  -6 2 2 2
   2432 -12 -11  -5 2 2 2
   2433 -12 -11  -4 2 2 2
   2434 -12 -11  -3 2 2 2
   2435 -12 -11  -2 2 2 2
   2436 -12 -11  -1 2 2 2
   2437 -12 -11   0 2 2 2
   2438 -12 -11   1 2 2 2
   2439 -12 -11   2 2 2 2
   2440 -12 -11   3 2 2 2
   2441 -12 -11   4 2 2 2
   2442 -12 -11   5 2 2 2
   2443 -12 -11   6 2 2 2
   2444 -12 -11   7 2 2 2
   2445 -12 -11   8 2 2 2
   2446 -12 -11   9 2 2 2
   2447 -12 -11  10 2 2 2
   2448 -12 -11  11 2 2 2
   2449 -12 -10 -12 2 2 2
   2450 -12 -10 -11 2 2 2
   2451 -12 -10 -10 2 2 2
   2452 -12 -10  -9 2 2 2
   2453 -12 -10  -8 2 2 2
   2454 -12 -10  -7 2 2 2
   2455 -12 -10  -6 2 2 2
   2456 -12 -10  -5 2 2 2
   2457 -12 -10  -4 2 2 2
   2458 -12 -10  -3 2 2 2
   2459 -12 -10  -2 2 2 2
   2460 -12 -10  -1 2 2 2
   2461 -12 -10   0 2 2 2
   2462 -12 -10   1 2 2 2
   2463 -12 -10   2 2 2 2
   2464 -12 -10   3 2 2 2
   2465 -12 -10   4 2 2 2
   2466 -12 -10   5 2 2 2
   2467 -12 -10   6 2 2 2
   2468 -12 -10   7 2 2 2
   2469 -12 -10   8 2 2 2
   2470 -12 -10   9 2 2 2
   2471 -12 -10  10 2 2 2
   2472 -12 -10  11 2 2 2
   2473 -12  -9 -12 2 2 2
   2474 -12  -9 -11 2 2 2
   2475 -12  -9 -10 2 2 2
   2476 -12  -9  -9 2 2 2
   2477 -12  -9  -8 2 2 2
   2478 -12  -9  -7 2 2 2
   2479 -12  -9  -6 2 2 2
   2480 -12  -9  -5 2 2 2
   2481 -12  -9  -4 2 2 2
   2482 -12  -9  -3 2 2 2
   2483 -12  -9  -2 2 2 2
   2484 -12  -9  -1 2 2 2
   2485 -12  -9   0 2 2 2
   2486 -12  -9   1 2 2 2
   2487 -12  -9   2 2 2 2
   2488 -12  -9   3 2 2 2
   2489 -12  -9   4 2 2 2
   2490 -12  -9   5 2 2 2
   2491 -12  -9   6 2 2 2
   2492 -12  -9   7 2 2 2
   2493 -12  -9   8 2 2 2
   2494 -12  -9   9 2 2 2
   2495 -12  -9  10 2 2 2
   2496 -12  -9  11 2 2 2
   2497 -12  -8 -12 2 2 2
   2498 -12  -8 -11 2 2 2
   2499 -12  -8 -10 2 2 2
   2500 -12  -8  -9 2 2 2
   2501 -12  -8  -8 2 2 2
   2502 -12  -8  -7 2 2 2
   2503 -12  -8  -6 2 2 2
   2504 -12  -8  -5 2 2 2
   2505 -12  -8  -4 2 2 2
   2506 -12  -8  -3 2 2 2
   2507 -12  -8  -2 2 2 2
   2508 -12  -8  -1 2 2 2
   2509 -12  -8   0 2 2 2
   2510 -12  -8   1 2 2 2
   2511 -12  -8   2 2 2 2
   2512 -12  -8   3 2 2 2
   2513 -12  -8   4 2 2 2
   2514 -12  -8   5 2 2 2
   2515 -12  -8   6 2 2 2
   2516 -12  -8   7 2 2 2
   2517 -12  -8   8 2 2 2
   2518 -12  -8   9 2 2 2
   2519 -12  -8  10 2 2 2
   2520 -12  -8  11 2 2 2
   2521 -12  -7 -12 2 2 2
   2522 -12  -7 -11 2 2 2
   2523 -12  -7 -10 2 2 2
   2524 -12  -7  -9 2 2 2
   2525 -12  -7  -8 2 2 2
   2526 -12  -7  -7 2 2 2
   2527 -12  -7  -6 2 2 2
   2528 -12  -7  -5 2 2 2
   2529 -12  -7  -4 2 2 2
   2530 -12  -7  -3 2 2 2
   2531 -12  -7  -2 2 2 2
   2532 -12  -7  -1 2 2 2
   2533 -12  -7   0 2 2 2
   2534 -12  -7   1 2 2 2
   2535 -12  -7   2 2 2 2
   2536 -12  -7   3 2 2 2
   2537 -12  -7   4 2 2 2
   2538 -12  -7   5 2 2 2
   2539 -12  -7   6 2 2 2
   2540 -12  -7   7 2 2 2
   2541 -12  -7   8 2 2 2
   2542 -12  -7   9 2 2 2
   2543 -12  -7  10 2 2 2
   2544 -12  -7  11 2 2 2
   2545 -12  -6 -12 2 2 2
   2546 -12  -6 -11 2 2 2
   2547 -12  -6 -10 2 2 2
   2548 -12  -6  -9 2 2 2
   2549 -12  -6  -8 2 2 2
   2550 -12  -6  -7 2 2 2
   2551 -12  -6  -6 2 2 2
   2552 -12  -6  -5 2 2 2
   2553 -12  -6  -4 2 2 2
   2554 -12  -6  -3 2 2 2
   2555 -12  -6  -2 2 2 2
   2556 -12  -6  -1 2 2 2
   2557 -12  -6   0 2 2 2
   2558 -12  -6   1 2 2 2
   2559 -12  -6   2 2 2 2
   2560 -12  -6   3 2 2 2
   2561 -12  -6   4 2 2 2
   2562 -12  -6   5 2 2 2
   2563 -12  -6   6 2 2 2
   2564 -12  -6   7 2 2 2
   2565 -12  -6   8 2 2 2
   2566 -12  -6   9 2 2 2
   2567 -12  -6  10 2 2 2
   2568 -12  -6  11 2 2 2
   2569 -12  -5 -12 2 2 2
   2570 -12  -5 -11 2 2 2
   2571 -12  -5 -10 2 2 2
   2572 -12  -5  -9 2 2 2
   2573 -12  -5  -8 2 2 2
   2574 -12  -5  -7 2 2 2
   2575 -12  -5  -6 2 2 2
   2576 -12  -5  -5 2 2 2
   2577 -12  -5  -4 2 2 2
   2578 -12  -5  -3 2 2 2
   2579 -12  -5  -2 2 2 2
   2580 -12  -5  -1 2 2 2
   2581 -12  -5   0 2 2 2
   2582 -12  -5   1 2 2 2
   2583 -12  -5   2 2 2 2
   2584 -12  -5   3 2 2 2
   2585 -12  -5   4 2 2 2
   2586 -12  -5   5 2 2 2
   2587 -12  -5   6 2 2 2
   2588 -12  -5   7 2 2 2
   2589 -12  -5   8 2 2 2
   2590 -12  -5   9 2 2 2
   2591 -12  -5  10 2 2 2
   2592 -12  -5  11 2 2 2
   2593 -12  -4 -12 2 2 2
   2594 -12  -4 -11 2 2 2
   2595 -12  -4 -10 2 2 2
   2596 -12  -4  -9 2 2 2
   2597 -12  -4  -8 2 2 2
   2598 -12  -4  -7 2 2 2
   2599 -12  -4  -6 2 2 2
   2600 -12  -4  -5 2 2 2
   2601 -12  -4  -4 2 2 2
   2602 -12  -4  -3 2 2 2
   2603 -12  -4  -2 2 2 2
   2604 -12  -4  -1 2 2 2
   2605 -12  -4   0 2 2 2
   2606 -12  -4   1 2 2 2
   2607 -12  -4   2 2 2 2
   2608 -12  -4   3 2 2 2
   2609 -12  -4   4 2 2 2
   2610 -12  -4   5 2 2 2
   2611 -12  -4   6 2 2 2
   2612 -12  -4   7 2 2 2
   2613 -12  -4   8 2 2 2
   2614 -12  -4   9 2 2 2
   2615 -12  -4  10 2 2 2
   2616 -12  -4  11 2 2 2
   2617 -12  -3 -12 2 2 2
   2618 -12  -3 -11 2 2 2
   2619 -12  -3 -10 2 2 2
   2620 -12  -3  -9 2 2 2
   2621 -12  -3  -8 2 2 2
   2622 -12  -3  -7 2 2 2
   2623 -12  -3  -6 2 2 2
   2624 -12  -3  -5 2 2 2
   2625 -12  -3  -4 2 2 2
   2626 -12  -3  -3 2 2 2
   2627 -12  -3  -2 2 2 2
   2628 -12  -3  -1 2 2 2
   2629 -12  -3   0 2 2 2
   2630 -12  -3   1 2 2 2
   2631 -12  -3   2 2 2 2
   2632 -12  -3   3 2 2 2
   2633 -12  -3   4 2 2 2
   2634 -12  -3   5 2 2 2
   2635 -12  -3   6 2 2 2
   2636 -12  -3   7 2 2 2
   2637 -12  -3   8 2 2 2
   2638 -12  -3   9 2 2 2
   2639 -12  -3  10 2 2 2
   2640 -12  -3  11 2 2 2
   2641 -12  -2 -12 2 2 2
   2642 -12  -2 -11 2 2 2
   2643 -12  -2 -10 2 2 2
   2644 -12  -2  -9 2 2 2
   2645 -12  -2  -8 2 2 2
   2646 -12  -2  -7 2 2 2
   2647 -12  -2  -6 2 2 2
   2648 -12  -2  -5 2 2 2
   2649 -12  -2  -4 2 2 2
   2650 -12  -2  -3 2 2 2
   2651 -12  -2  -2 2 2 2
   2652 -12  -2  -1 2 2 2
   2653 -12  -2   0 2 2 2
   2654 -12  -2   1 2 2 2
   2655 -12  -2   2 2 2 2
   2656 -12  -2   3 2 2 2
   2657 -12  -2   4 2 2 2
   2658 -12  -2   5 2 2 2
   2659 -12  -2   6 2 2 2
   2660 -12  -2   7 2 2 2
   2661 -12  -2   8 2 2 2
   2662 -12  -2   9 2 2 2
   2663 -12  -2  10 2 2 2
   2664 -12  -2  11 2 2 2
   2665 -12  -1 -12 2 2 2
   2666 -12  -1 -11 2 2 2
   2667 -12  -1 -10 2 2 2
   2668 -12  -1  -9 2 2 2
   2669 -12  -1  -8 2 2 2
   2670 -12  -1  -7 2 2 2
   2671 -12  -1  -6 2 2 2
   2672 -12  -1  -5 2 2 2
   2673 -12  -1  -4 2 2 2
   2674 -12  -1  -3 2 2 2
   2675 -12  -1  -2 2 2 2
   2676 -12  -1  -1 2 2 2
   2677 -12  -1   0 2 2 2
   2678 -12  -1   1 2 2 2
   2679 -12  -1   2 2 2 2
   2680 -12  -1   3 2 2 2
   2681 -12  -1   4 2 2 2
   2682 -12  -1   5 2 2 2
   2683 -12  -1   6 2 2 2
   2684 -12  -1   7 2 2 2
   2685 -12  -1   8 2 2 2
   2686 -12  -1   9 2 2 2
   2687 -12  -1  10 2 2 2
   2688 -12  -1  11 2 2 2
   2689 -12   0 -12 2 2 2
   2690 -12   0 -11 2 2 2
   2691 -12   0 -10 2 2 2
   2692 -12   0  -9 2 2 2
   2693 -12   0  -8 2 2 2
   2694 -12   0  -7 2 2 2
   2695 -12   0  -6 2 2 2
   2696 -12   0  -5 2 2 2
   2697 -12   0  -4 2 2 2
   2698 -12   0  -3 2 2 2
   2699 -12   0  -2 2 2 2
   2700 -12   0  -1 2 2 2
   2701 -12   0   0 2 2 2
   2702 -12   0   1 2 2 2
   2703 -12   0   2 2 2 2
   2704 -12   0   3 2 2 2
   2705 -12   0   4 2 2 2
   2706 -12   0   5 2 2 2
   2707 -12   0   6 2 2 2
   2708 -12   0   7 2 2 2
   2709 -12   0   8 2 2 2
   2710 -12   0   9 2 2 2
   2711 -12   0  10 2 2 2
   2712 -12   0  11 2 2 2
   2713 -12   1 -12 2 2 2
   2714 -12   1 -11 2 2 2
   2715 -12   1 -10 2 2 2
   2716 -12   1  -9 2 2 2
   2717 -12   1  -8 2 2 2
   2718 -12   1  -7 2 2 2
   2719 -12   1  -6 2 2 2
   2720 -12   1  -5 2 2 2
   2721 -12   1  -4 2 2 2
   2722 -12   1  -3 2 2 2
   2723 -12   1  -2 2 2 2
   2724 -12   1  -1 2 2 2
   2725 -12   1   0 2 2 2
   2726 -12   1   1 2 2 2
   2727 -12   1   2 2 2 2
   2728 -12   1   3 2 2 2
   2729 -12   1   4 2 2 2
   2730 -12   1   5 2 2 2
   2731 -12   1   6 2 2 2
   2732 -12   1   7 2 2 2
   2733 -12   1   8 2 2 2
   2734 -12   1   9 2 2 2
   2735 -12   1  10 2 2 2
   2736 -12   1  11 2 2 2
   2737 -12   2 -12 2 2 2
   2738 -12   2 -11 2 2 2
   2739 -12   2 -10 2 2 2
   2740 -12   2  -9 2 2 2
   2741 -12   2  -8 2 2 2
   2742 -12   2  -7 2 2 2
   2743 -12   2  -6 2 2 2
   2744 -12   2  -5 2 2 2
   2745 -12   2  -4 2 2 2
   2746 -12   2  -3 2 2 2
   2747 -12   2  -2 2 2 2
   2748 -12   2  -1 2 2 2
   2749 -12   2   0 2 2 2
   2750 -12   2   1 2 2 2
   2751 -12   2   2 2 2 2
   2752 -12   2   3 2 2 2
   2753 -12   2   4 2 2 2
   2754 -12   2   5 2 2 2
   2755 -12   2   6 2 2 2
   2756 -12   2   7 2 2 2
   2757 -12   2   8 2 2 2
   2758 -12   2   9 2 2 2
   2759 -12   2  10 2 2 2
   2760 -12   2  11 2 2 2
   2761 -12   3 -12 2 2 2
   2762 -12   3 -11 2 2 2
   2763 -12   3 -10 2 2 2
   2764 -12   3  -9 2 2 2
   2765 -12   3  -8 2 2 2
   2766 -12   3  -7 2 2 2
   2767 -12   3  -6 2 2 2
   2768 -12   3  -5 2 2 2
   2769 -12   3  -4 2 2 2
   2770 -12   3  -3 2 2 2
   2771 -12   3  -2 2 2 2
   2772 -12   3  -1 2 2 2
   2773 -12   3   0 2 2 2
   2774 -12   3   1 2 2 2
   2775 -12   3   2 2 2 2
   2776 -12   3   3 2 2 2
   2777 -12   3   4 2 2 2
   2778 -12   3   5 2 2 2
   2779 -12   3   6 2 2 2
   2780 -12   3   7 2 2 2
   2781 -12   3   8 2 2 2
   2782 -12   3   9 2 2 2
   2783 -12   3  10 2 2 2
   2784 -12   3  11 2 2 2
   2785 -12   4 -12 2 2 2
   2786 -12   4 -11 2 2 2
   2787 -12   4 -10 2 2 2
   2788 -12   4  -9 2 2 2
   2789 -12   4  -8 2 2 2
   2790 -12   4  -7 2 2 2
   2791 -12   4  -6 2 2 2
   2792 -12   4  -5 2 2 2
   2793 -12   4  -4 2 2 2
   2794 -12   4  -3 2 2 2
   2795 -12   4  -2 2 2 2
   2796 -12   4  -1 2 2 2
   2797 -12   4   0 2 2 2
   2798 -12   4   1 2 2 2
   2799 -12   4   2 2 2 2
   2800 -12   4   3 2 2 2
   2801 -12   4   4 2 2 2
   2802 -12   4   5 2 2 2
   2803 -12   4   6 2 2 2
   2804 -12   4   7 2 2 2
   2805 -12   4   8 2 2 2
   2806 -12   4   9 2 2 2
   2807 -12   4  10 2 2 2
   2808 -12   4  11 2 2 2
   2809 -12   5 -12 2 2 2
   2810 -12   5 -11 2 2 2
   2811 -12   5 -10 2 2 2
   2812 -12   5  -9 2 2 2
   2813 -12   5  -8 2 2 2
   2814 -12   5  -7 2 2 2
   2815 -12   5  -6 2 2 2
   2816 -12   5  -5 2 2 2
   2817 -12   5  -4 2 2 2
   2818 -12   5  -3 2 2 2
   2819 -12   5  -2 2 2 2
   2820 -12   5  -1 2 2 2
   2821 -12   5   0 2 2 2
   2822 -12   5   1 2 2 2
   2823 -12   5   2 2 2 2
   2824 -12   5   3 2 2 2
   2825 -12   5   4 2 2 2
   2826 -12   5   5 2 2 2
   2827 -12   5   6 2 2 2
   2828 -12   5   7 2 2 2
   2829 -12   5   8 2 2 2
   2830 -12   5   9 2 2 2
   2831 -12   5  10 2 2 2
   2832 -12   5  11 2 2 2
   2833 -12   6 -12 2 2 2
   2834 -12   6 -11 2 2 2
   2835 -12   6 -10 2 2 2
   2836 -12   6  -9 2 2 2
   2837 -12   6  -8 2 2 2
   2838 -12   6  -7 2 2 2
   2839 -12   6  -6 2 2 2
   2840 -12   6  -5 2 2 2
   2841 -12   6  -4 2 2 2
   2842 -12   6  -3 2 2 2
   2843 -12   6  -2 2 2 2
   2844 -12   6  -1 2 2 2
   2845 -12   6   0 2 2 2
   2846 -12   6   1 2 2 2
   2847 -12   6   2 2 2 2
   2848 -12   6   3 2 2 2
   2849 -12   6   4 2 2 2
   2850 -12   6   5 2 2 2
   2851 -12   6   6 2 2 2
   2852 -12   6   7 2 2 2
   2853 -12   6   8 2 2 2
   2854 -12   6   9 2 2 2
   2855 -12   6  10 2 2 2
   2856 -12   6  11 2 2 2
   2857 -12   7 -12 2 2 2
   2858 -12   7 -11 2 2 2
   2859 -12   7 -10 2 2 2
   2860 -12   7  -9 2 2 2
   2861 -12   7  -8 2 2 2
   2862 -12   7  -7 2 2 2
   2863 -12   7  -6 2 2 2
   2864 -12   7  -5 2 2 2
   2865 -12   7  -4 2 2 2
   2866 -12   7  -3 2 2 2
   2867 -12   7  -2 2 2 2
   2868 -12   7  -1 2 2 2
   2869 -12   7   0 2 2 2
   2870 -12   7   1 2 2 2
   2871 -12   7   2 2 2 2
   2872 -12   7   3 2 2 2
   2873 -12   7   4 2 2 2
   2874 -12   7   5 2 2 2
   2875 -12   7   6 2 2 2
   2876 -12   7   7 2 2 2
   2877 -12   7   8 2 2 2
   2878 -12   7   9 2 2 2
   2879 -12   7  10 2 2 2
   2880 -12   7  11 2 2 2
   2881 -12   8 -12 2 2 2
   2882 -12   8 -11 2 2 2
   2883 -12   8 -10 2 2 2
   2884 -12   8  -9 2 2 2
   2885 -12   8  -8 2 2 2
   2886 -12   8  -7 2 2 2
   2887 -12   8  -6 2 2 2
   2888 -12   8  -5 2 2 2
   2889 -12   8  -4 2 2 2
   2890 -12   8  -3 2 2 2
   2891 -12   8  -2 2 2 2
   2892 -12   8  -1 2 2 2
   2893 -12   8   0 2 2 2
   2894 -12   8   1 2 2 2
   2895 -12   8   2 2 2 2
   2896 -12   8   3 2 2 2
   2897 -12   8   4 2 2 2
   2898 -12   8   5 2 2 2
   2899 -12   8   6 2 2 2
   2900 -12   8   7 2 2 2
   2901 -12   8   8 2 2 2
   2902 -12   8   9 2 2 2
   2903 -12   8  10 2 2 2
   2904 -12   8  11 2 2 2
   2905 -12   9 -12 2 2 2
   2906 -12   9 -11 2 2 2
   2907 -12   9 -10 2 2 2
   2908 -12   9  -9 2 2 2
   2909 -12   9  -8 2 2 2
   2910 -12   9  -7 2 2 2
   2911 -12   9  -6 2 2 2
   2912 -12   9  -5 2 2 2
   2913 -12   9  -4 2 2 2
   2914 -12   9  -3 2 2 2
   2915 -12   9  -2 2 2 2
   2916 -12   9  -1 2 2 2
   2917 -12   9   0 2 2 2
   2918 -12   9   1 2 2 2
   2919 -12   9   2 2 2 2
   2920 -12   9   3 2 2 2
   2921 -12   9   4 2 2 2
   2922 -12   9   5 2 2 2
   2923 -12   9   6 2 2 2
   2924 -12   9   7 2 2 2
   2925 -12   9   8 2 2 2
   2926 -12   9   9 2 2 2
   2927 -12   9  10 2 2 2
   2928 -12   9  11 2 2 2
   2929 -12  10 -12 2 2 2
   2930 -12  10 -11 2 2 2
   2931 -12  10 -10 2 2 2
   2932 -12  10  -9 2 2 2
   2933 -12  10  -8 2 2 2
   2934 -12  10  -7 2 2 2
   2935 -12  10  -6 2 2 2
   2936 -12  10  -5 2 2 2
   2937 -12  10  -4 2 2 2
   2938 -12  10  -3 2 2 2
   2939 -12  10  -2 2 2 2
   2940 -12  10  -1 2 2 2
   2941 -12  10   0 2 2 2
   2942 -12  10   1 2 2 2
   2943 -12  10   2 2 2 2
   2944 -12  10   3 2 2 2
   2945 -12  10   4 2 2 2
   2946 -12  10   5 2 2 2
   2947 -12  10   6 2 2 2
   2948 -12  10   7 2 2 2
   2949 -12  10   8 2 2 2
   2950 -12  10   9 2 2 2
   2951 -12  10  10 2 2 2
   2952 -12  10  11 2 2 2
   2953 -12  11 -12 2 2 2
   2954 -12  11 -11 2 2 2
   2955 -12  11 -10 2 2 2
   2956 -12  11  -9 2 2 2
   2957 -12  11  -8 2 2 2
   2958 -12  11  -7 2 2 2
   2959 -12  11  -6 2 2 2
   2960 -12  11  -5 2 2 2
   2961 -12  11  -4 2 2 2
   2962 -12  11  -3 2 2 2
   2963 -12  11  -2 2 2 2
   2964 -12  11  -1 2 2 2
   2965 -12  11   0 2 2 2
   2966 -12  11   1 2 2 2
   2967 -12  11   2 2 2 2
   2968 -12  11   3 2 2 2
   2969 -12  11   4 2 2 2
   2970 -12  11   5 2 2 2
   2971 -12  11   6 2 2 2
   2972 -12  11   7 2 2 2
   2973 -12  11   8 2 2 2
   2974 -12  11   9 2 2 2
   2975 -12  11  10 2 2 2
   2976 -12  11  11 2 2 2
   2977 -11 -12 -12 2 2 2
   2978 -11 -12 -11 2 2 2
   2979 -11 -12 -10 2 2 2
   2980 -11 -12  -9 2 2 2
   2981 -11 -12  -8 2 2 2
   2982 -11 -12  -7 2 2 2
   2983 -11 -12  -6 2 2 2
   2984 -11 -12  -5 2 2 2
   2985 -11 -12  -4 2 2 2
   2986 -11 -12  -3 2 2 2
   2987 -11 -12  -2 2 2 2
   2988 -11 -12  -1 2 2 2
   2989 -11 -12   0 2 2 2
   2990 -11 -12   1 2 2 2
   2991 -11 -12   2 2 2 2
   2992 -11 -12   3 2 2 2
   2993 -11 -12   4 2 2 2
   2994 -11 -12   5 2 2 2
   2995 -11 -12   6 2 2 2
   2996 -11 -12   7 2 2 2
   2997 -11 -12   8 2 2 2
   2998 -11 -12   9 2 2 2
   2999 -11 -12  10 2 2 2
   3000 -11 -12  11 2 2 2
   3001 -11 -11 -12 2 2 2
   3002 -11 -11 -11 2 2 2
   3003 -11 -11 -10 2 2 2
   3004 -11 -11  -9 2 2 2
   3005 -11 -11  -8 2 2 2
   3006 -11 -11  -7 2 2 2
   3007 -11 -11  -6 2 2 2
   3008 -11 -11  -5 2 2 2
   3009 -11 -11  -4 2 2 2
   3010 -11 -11  -3 2 2 2
   3011 -11 -11  -2 2 2 2
   3012 -11 -11  -1 2 2 2
   3013 -11 -11   0 2 2 2
   3014 -11 -11   1 2 2 2
   3015 -11 -11   2 2 2 2
   3016 -11 -11   3 2 2 2
   3017 -11 -11   4 2 2 2
   3018 -11 -11   5 2 2 2
   3019 -11 -11   6 2 2 2
   3020 -11 -11   7 2 2 2
   3021 -11 -11   8 2 2 2
   3022 -11 -11   9 2 2 2
   3023 -11 -11  10 2 2 2
   3024 -11 -11  11 2 2 2
   3025 -11 -10 -12 2 2 2
   3026 -11 -10 -11 2 2 2
   3027 -11 -10 -10 2 2 2
   3028 -11 -10  -9 2 2 2
   3029 -11 -10  -8 2 2 2
   3030 -11 -10  -7 2 2 2
   3031 -11 -10  -6 2 2 2
   3032 -11 -10  -5 2 2 2
   3033 -11 -10  -4 2 2 2
   3034 -11 -10  -3 2 2 2
   3035 -11 -10  -2 2 2 2
   3036 -11 -10  -1 2 2 2
   3037 -11 -10   0 2 2 2
   3038 -11 -10   1 2 2 2
   3039 -11 -10   2 2 2 2
   3040 -11 -10   3 2 2 2
   3041 -11 -10   4 2 2 2
   3042 -11 -10   5 2 2 2
   3043 -11 -10   6 2 2 2
   3044 -11 -10   7 2 2 2
   3045 -11 -10   8 2 2 2
   3046 -11 -10   9 2 2 2
   3047 -11 -10  10 2 2 2
   3048 -11 -10  11 2 2 2
   3049 -11  -9 -12 2 2 2
   3050 -11  -9 -11 2 2 2
   3051 -11  -9 -10 2 2 2
   3052 -11  -9  -9 2 2 2
   3053 -11  -9  -8 2 2 2
   3054 -11  -9  -7 2 2 2
   3055 -11  -9  -6 2 2 2
   3056 -11  -9  -5 2 2 2
   3057 -11  -9  -4 2 2 2
   3058 -11  -9  -3 2 2 2
   3059 -11  -9  -2 2 2 2
   3060 -11  -9  -1 2 2 2
   3061 -11  -9   0 2 2 2
   3062 -11  -9   1 2 2 2
   3063 -11  -9   2 2 2 2
   3064 -11  -9   3 2 2 2
   3065 -11  -9   4 2 2 2
   3066 -11  -9   5 2 2 2
   3067 -11  -9   6 2 2 2
   3068 -11  -9   7 2 2 2
   3069 -11  -9   8 2 2 2
   3070 -11  -9   9 2 2 2
   3071 -11  -9  10 2 2 2
   3072 -11  -9  11 2 2 2
   3073 -11  -8 -12 2 2 2
   3074 -11  -8 -11 2 2 2
   3075 -11  -8 -10 2 2 2
   3076 -11  -8  -9 2 2 2
   3077 -11  -8  -8 2 2 2
   3078 -11  -8  -7 2 2 2
   3079 -11  -8  -6 2 2 2
   3080 -11  -8  -5 2 2 2
   3081 -11  -8  -4 2 2 2
   3082 -11  -8  -3 2 2 2
   3083 -11  -8  -2 2 2 2
   3084 -11  -8  -1 2 2 2
   3085 -11  -8   0 2 2 2
   3086 -11  -8   1 2 2 2
   3087 -11  -8   2 2 2 2
   3088 -11  -8   3 2 2 2
   3089 -11  -8   4 2 2 2
   3090 -11  -8   5 2 2 2
   3091 -11  -8   6 2 2 2
   3092 -11  -8   7 2 2 2
   3093 -11  -8   8 2 2 2
   3094 -11  -8   9 2 2 2
   3095 -11  -8  10 2 2 2
   3096 -11  -8  11 2 2 2
   3097 -11  -7 -12 2 2 2
   3098 -11  -7 -11 2 2 2
   3099 -11  -7 -10 2 2 2
   3100 -11  -7  -9 2 2 2
   3101 -11  -7  -8 2 2 2
   3102 -11  -7  -7 2 2 2
   3103 -11  -7  -6 2 2 2
   3104 -11  -7  -5 2 2 2
   3105 -11  -7  -4 2 2 2
   3106 -11  -7  -3 2 2 2
   3107 -11  -7  -2 2 2 2
   3108 -11  -7  -1 2 2 2
   3109 -11  -7   0 2 2 2
   3110 -11  -7   1 2 2 2
   3111 -11  -7   2 2 2 2
   3112 -11  -7   3 2 2 2
   3113 -11  -7   4 2 2 2
   3114 -11  -7   5 2 2 2
   3115 -11  -7   6 2 2 2
   3116 -11  -7   7 2 2 2
   3117 -11  -7   8 2 2 2
   3118 -11  -7   9 2 2 2
   3119 -11  -7  10 2 2 2
   3120 -11  -7  11 2 2 2
   3121 -11  -6 -12 2 2 2
   3122 -11  -6 -11 2 2 2
   3123 -11  -6 -10 2 2 2
   3124 -11  -6  -9 2 2 2
   3125 -11  -6  -8 2 2 2
   3126 -11  -6  -7 2 2 2
   3127 -11  -6  -6 2 2 2
   3128 -11  -6  -5 2 2 2
   3129 -11  -6  -4 2 2 2
   3130 -11  -6  -3 2 2 2
   3131 -11  -6  -2 2 2 2
   3132 -11  -6  -1 2 2 2
   3133 -11  -6   0 2 2 2
   3134 -11  -6   1 2 2 2
   3135 -11  -6   2 2 2 2
   3136 -11  -6   3 2 2 2
   3137 -11  -6   4 2 2 2
   3138 -11  -6   5 2 2 2
   3139 -11  -6   6 2 2 2
   3140 -11  -6   7 2 2 2
   3141 -11  -6   8 2 2 2
   3142 -11  -6   9 2 2 2
   3143 -11  -6  10 2 2 2
   3144 -11  -6  11 2 2 2
   3145 -11  -5 -12 2 2 2
   3146 -11  -5 -11 2 2 2
   3147 -11  -5 -10 2 2 2
   3148 -11  -5  -9 2 2 2
   3149 -11  -5  -8 2 2 2
   3150 -11  -5  -7 2 2 2
   3151 -11  -5  -6 2 2 2
   3152 -11  -5  -5 2 2 2
   3153 -11  -5  -4 2 2 2
   3154 -11  -5  -3 2 2 2
   3155 -11  -5  -2 2 2 2
   3156 -11  -5  -1 2 2 2
   3157 -11  -5   0 2 2 2
   3158 -11  -5   1 2 2 2
