 >TARPBXN : slab+disk; XS2,XS3,YS,ZS= 15.0000  0.0000 24.0000 24.0000
      9312 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
   6817  -5   4 -12 2 2 2
   6818  -5   4 -11 2 2 2
   6819  -5   4 -10 2 2 2
   6820  -5   4  -9 2 2 2
   6821  -5   4  -8 2 2 2
   6822  -5   4  -7 2 2 2
   6823  -5   4  -6 2 2 2
   6824  -5   4  -5 2 2 2
   6825  -5   4  -4 2 2 2
   6826  -5   4  -3 2 2 2
   6827  -5   4  -2 2 2 2
   6828  -5   4  -1 2 2 2
   6829  -5   4   0 2 2 2
   6830  -5   4   1 2 2 2
   6831  -5   4   2 2 2 2
   6832  -5   4   3 2 2 2
   6833  -5   4   4 2 2 2
   6834  -5   4   5 2 2 2
   6835  -5   4   6 2 2 2
   6836  -5   4   7 2 2 2
   6837  -5   4   8 2 2 2
   6838  -5   4   9 2 2 2
   6839  -5   4  10 2 2 2
   6840  -5   4  11 2 2 2
   6841  -5   5 -12 2 2 2
   6842  -5   5 -11 2 2 2
   6843  -5   5 -10 2 2 2
   6844  -5   5  -9 2 2 2
   6845  -5   5  -8 2 2 2
   6846  -5   5  -7 2 2 2
   6847  -5   5  -6 2 2 2
   6848  -5   5  -5 2 2 2
   6849  -5   5  -4 2 2 2
   6850  -5   5  -3 2 2 2
   6851  -5   5  -2 2 2 2
   6852  -5   5  -1 2 2 2
   6853  -5   5   0 2 2 2
   6854  -5   5   1 2 2 2
   6855  -5   5   2 2 2 2
   6856  -5   5   3 2 2 2
   6857  -5   5   4 2 2 2
   6858  -5   5   5 2 2 2
   6859  -5   5   6 2 2 2
   6860  -5   5   7 2 2 2
   6861  -5   5   8 2 2 2
   6862  -5   5   9 2 2 2
   6863  -5   5  10 2 2 2
   6864  -5   5  11 2 2 2
   6865  -5   6 -12 2 2 2
   6866  -5   6 -11 2 2 2
   6867  -5   6 -10 2 2 2
   6868  -5   6  -9 2 2 2
   6869  -5   6  -8 2 2 2
   6870  -5   6  -7 2 2 2
   6871  -5   6  -6 2 2 2
   6872  -5   6  -5 2 2 2
   6873  -5   6  -4 2 2 2
   6874  -5   6  -3 2 2 2
   6875  -5   6  -2 2 2 2
   6876  -5   6  -1 2 2 2
   6877  -5   6   0 2 2 2
   6878  -5   6   1 2 2 2
   6879  -5   6   2 2 2 2
   6880  -5   6   3 2 2 2
   6881  -5   6   4 2 2 2
   6882  -5   6   5 2 2 2
   6883  -5   6   6 2 2 2
   6884  -5   6   7 2 2 2
   6885  -5   6   8 2 2 2
   6886  -5   6   9 2 2 2
   6887  -5   6  10 2 2 2
   6888  -5   6  11 2 2 2
   6889  -5   7 -12 2 2 2
   6890  -5   7 -11 2 2 2
   6891  -5   7 -10 2 2 2
   6892  -5   7  -9 2 2 2
   6893  -5   7  -8 2 2 2
   6894  -5   7  -7 2 2 2
   6895  -5   7  -6 2 2 2
   6896  -5   7  -5 2 2 2
   6897  -5   7  -4 2 2 2
   6898  -5   7  -3 2 2 2
   6899  -5   7  -2 2 2 2
   6900  -5   7  -1 2 2 2
   6901  -5   7   0 2 2 2
   6902  -5   7   1 2 2 2
   6903  -5   7   2 2 2 2
   6904  -5   7   3 2 2 2
   6905  -5   7   4 2 2 2
   6906  -5   7   5 2 2 2
   6907  -5   7   6 2 2 2
   6908  -5   7   7 2 2 2
   6909  -5   7   8 2 2 2
   6910  -5   7   9 2 2 2
   6911  -5   7  10 2 2 2
   6912  -5   7  11 2 2 2
   6913  -5   8 -12 2 2 2
   6914  -5   8 -11 2 2 2
   6915  -5   8 -10 2 2 2
   6916  -5   8  -9 2 2 2
   6917  -5   8  -8 2 2 2
   6918  -5   8  -7 2 2 2
   6919  -5   8  -6 2 2 2
   6920  -5   8  -5 2 2 2
   6921  -5   8  -4 2 2 2
   6922  -5   8  -3 2 2 2
   6923  -5   8  -2 2 2 2
   6924  -5   8  -1 2 2 2
   6925  -5   8   0 2 2 2
   6926  -5   8   1 2 2 2
   6927  -5   8   2 2 2 2
   6928  -5   8   3 2 2 2
   6929  -5   8   4 2 2 2
   6930  -5   8   5 2 2 2
   6931  -5   8   6 2 2 2
   6932  -5   8   7 2 2 2
   6933  -5   8   8 2 2 2
   6934  -5   8   9 2 2 2
   6935  -5   8  10 2 2 2
   6936  -5   8  11 2 2 2
   6937  -5   9 -12 2 2 2
   6938  -5   9 -11 2 2 2
   6939  -5   9 -10 2 2 2
   6940  -5   9  -9 2 2 2
   6941  -5   9  -8 2 2 2
   6942  -5   9  -7 2 2 2
   6943  -5   9  -6 2 2 2
   6944  -5   9  -5 2 2 2
   6945  -5   9  -4 2 2 2
   6946  -5   9  -3 2 2 2
   6947  -5   9  -2 2 2 2
   6948  -5   9  -1 2 2 2
   6949  -5   9   0 2 2 2
   6950  -5   9   1 2 2 2
   6951  -5   9   2 2 2 2
   6952  -5   9   3 2 2 2
   6953  -5   9   4 2 2 2
   6954  -5   9   5 2 2 2
   6955  -5   9   6 2 2 2
   6956  -5   9   7 2 2 2
   6957  -5   9   8 2 2 2
   6958  -5   9   9 2 2 2
   6959  -5   9  10 2 2 2
   6960  -5   9  11 2 2 2
   6961  -5  10 -12 2 2 2
   6962  -5  10 -11 2 2 2
   6963  -5  10 -10 2 2 2
   6964  -5  10  -9 2 2 2
   6965  -5  10  -8 2 2 2
   6966  -5  10  -7 2 2 2
   6967  -5  10  -6 2 2 2
   6968  -5  10  -5 2 2 2
   6969  -5  10  -4 2 2 2
   6970  -5  10  -3 2 2 2
   6971  -5  10  -2 2 2 2
   6972  -5  10  -1 2 2 2
   6973  -5  10   0 2 2 2
   6974  -5  10   1 2 2 2
   6975  -5  10   2 2 2 2
   6976  -5  10   3 2 2 2
   6977  -5  10   4 2 2 2
   6978  -5  10   5 2 2 2
   6979  -5  10   6 2 2 2
   6980  -5  10   7 2 2 2
   6981  -5  10   8 2 2 2
   6982  -5  10   9 2 2 2
   6983  -5  10  10 2 2 2
   6984  -5  10  11 2 2 2
   6985  -5  11 -12 2 2 2
   6986  -5  11 -11 2 2 2
   6987  -5  11 -10 2 2 2
   6988  -5  11  -9 2 2 2
   6989  -5  11  -8 2 2 2
   6990  -5  11  -7 2 2 2
   6991  -5  11  -6 2 2 2
   6992  -5  11  -5 2 2 2
   6993  -5  11  -4 2 2 2
   6994  -5  11  -3 2 2 2
   6995  -5  11  -2 2 2 2
   6996  -5  11  -1 2 2 2
   6997  -5  11   0 2 2 2
   6998  -5  11   1 2 2 2
   6999  -5  11   2 2 2 2
   7000  -5  11   3 2 2 2
   7001  -5  11   4 2 2 2
   7002  -5  11   5 2 2 2
   7003  -5  11   6 2 2 2
   7004  -5  11   7 2 2 2
   7005  -5  11   8 2 2 2
   7006  -5  11   9 2 2 2
   7007  -5  11  10 2 2 2
   7008  -5  11  11 2 2 2
   7009  -4 -12 -12 2 2 2
   7010  -4 -12 -11 2 2 2
   7011  -4 -12 -10 2 2 2
   7012  -4 -12  -9 2 2 2
   7013  -4 -12  -8 2 2 2
   7014  -4 -12  -7 2 2 2
   7015  -4 -12  -6 2 2 2
   7016  -4 -12  -5 2 2 2
   7017  -4 -12  -4 2 2 2
   7018  -4 -12  -3 2 2 2
   7019  -4 -12  -2 2 2 2
   7020  -4 -12  -1 2 2 2
   7021  -4 -12   0 2 2 2
   7022  -4 -12   1 2 2 2
   7023  -4 -12   2 2 2 2
   7024  -4 -12   3 2 2 2
   7025  -4 -12   4 2 2 2
   7026  -4 -12   5 2 2 2
   7027  -4 -12   6 2 2 2
   7028  -4 -12   7 2 2 2
   7029  -4 -12   8 2 2 2
   7030  -4 -12   9 2 2 2
   7031  -4 -12  10 2 2 2
   7032  -4 -12  11 2 2 2
   7033  -4 -11 -12 2 2 2
   7034  -4 -11 -11 2 2 2
   7035  -4 -11 -10 2 2 2
   7036  -4 -11  -9 2 2 2
   7037  -4 -11  -8 2 2 2
   7038  -4 -11  -7 2 2 2
   7039  -4 -11  -6 2 2 2
   7040  -4 -11  -5 2 2 2
   7041  -4 -11  -4 2 2 2
   7042  -4 -11  -3 2 2 2
   7043  -4 -11  -2 2 2 2
   7044  -4 -11  -1 2 2 2
   7045  -4 -11   0 2 2 2
   7046  -4 -11   1 2 2 2
   7047  -4 -11   2 2 2 2
   7048  -4 -11   3 2 2 2
   7049  -4 -11   4 2 2 2
   7050  -4 -11   5 2 2 2
   7051  -4 -11   6 2 2 2
   7052  -4 -11   7 2 2 2
   7053  -4 -11   8 2 2 2
   7054  -4 -11   9 2 2 2
   7055  -4 -11  10 2 2 2
   7056  -4 -11  11 2 2 2
   7057  -4 -10 -12 2 2 2
   7058  -4 -10 -11 2 2 2
   7059  -4 -10 -10 2 2 2
   7060  -4 -10  -9 2 2 2
   7061  -4 -10  -8 2 2 2
   7062  -4 -10  -7 2 2 2
   7063  -4 -10  -6 2 2 2
   7064  -4 -10  -5 2 2 2
   7065  -4 -10  -4 2 2 2
   7066  -4 -10  -3 2 2 2
   7067  -4 -10  -2 2 2 2
   7068  -4 -10  -1 2 2 2
   7069  -4 -10   0 2 2 2
   7070  -4 -10   1 2 2 2
   7071  -4 -10   2 2 2 2
   7072  -4 -10   3 2 2 2
   7073  -4 -10   4 2 2 2
   7074  -4 -10   5 2 2 2
   7075  -4 -10   6 2 2 2
   7076  -4 -10   7 2 2 2
   7077  -4 -10   8 2 2 2
   7078  -4 -10   9 2 2 2
   7079  -4 -10  10 2 2 2
   7080  -4 -10  11 2 2 2
   7081  -4  -9 -12 2 2 2
   7082  -4  -9 -11 2 2 2
   7083  -4  -9 -10 2 2 2
   7084  -4  -9  -9 2 2 2
   7085  -4  -9  -8 2 2 2
   7086  -4  -9  -7 2 2 2
   7087  -4  -9  -6 2 2 2
   7088  -4  -9  -5 2 2 2
   7089  -4  -9  -4 2 2 2
   7090  -4  -9  -3 2 2 2
   7091  -4  -9  -2 2 2 2
   7092  -4  -9  -1 2 2 2
   7093  -4  -9   0 2 2 2
   7094  -4  -9   1 2 2 2
   7095  -4  -9   2 2 2 2
   7096  -4  -9   3 2 2 2
   7097  -4  -9   4 2 2 2
   7098  -4  -9   5 2 2 2
   7099  -4  -9   6 2 2 2
   7100  -4  -9   7 2 2 2
   7101  -4  -9   8 2 2 2
   7102  -4  -9   9 2 2 2
   7103  -4  -9  10 2 2 2
   7104  -4  -9  11 2 2 2
   7105  -4  -8 -12 2 2 2
   7106  -4  -8 -11 2 2 2
   7107  -4  -8 -10 2 2 2
   7108  -4  -8  -9 2 2 2
   7109  -4  -8  -8 2 2 2
   7110  -4  -8  -7 2 2 2
   7111  -4  -8  -6 2 2 2
   7112  -4  -8  -5 2 2 2
   7113  -4  -8  -4 2 2 2
   7114  -4  -8  -3 2 2 2
   7115  -4  -8  -2 2 2 2
   7116  -4  -8  -1 2 2 2
   7117  -4  -8   0 2 2 2
   7118  -4  -8   1 2 2 2
   7119  -4  -8   2 2 2 2
   7120  -4  -8   3 2 2 2
   7121  -4  -8   4 2 2 2
   7122  -4  -8   5 2 2 2
   7123  -4  -8   6 2 2 2
   7124  -4  -8   7 2 2 2
   7125  -4  -8   8 2 2 2
   7126  -4  -8   9 2 2 2
   7127  -4  -8  10 2 2 2
   7128  -4  -8  11 2 2 2
   7129  -4  -7 -12 2 2 2
   7130  -4  -7 -11 2 2 2
   7131  -4  -7 -10 2 2 2
   7132  -4  -7  -9 2 2 2
   7133  -4  -7  -8 2 2 2
   7134  -4  -7  -7 2 2 2
   7135  -4  -7  -6 2 2 2
   7136  -4  -7  -5 2 2 2
   7137  -4  -7  -4 2 2 2
   7138  -4  -7  -3 2 2 2
   7139  -4  -7  -2 2 2 2
   7140  -4  -7  -1 2 2 2
   7141  -4  -7   0 2 2 2
   7142  -4  -7   1 2 2 2
   7143  -4  -7   2 2 2 2
   7144  -4  -7   3 2 2 2
   7145  -4  -7   4 2 2 2
   7146  -4  -7   5 2 2 2
   7147  -4  -7   6 2 2 2
   7148  -4  -7   7 2 2 2
   7149  -4  -7   8 2 2 2
   7150  -4  -7   9 2 2 2
   7151  -4  -7  10 2 2 2
   7152  -4  -7  11 2 2 2
   7153  -4  -6 -12 2 2 2
   7154  -4  -6 -11 2 2 2
   7155  -4  -6 -10 2 2 2
   7156  -4  -6  -9 2 2 2
   7157  -4  -6  -8 2 2 2
   7158  -4  -6  -7 2 2 2
   7159  -4  -6  -6 2 2 2
   7160  -4  -6  -5 2 2 2
   7161  -4  -6  -4 2 2 2
   7162  -4  -6  -3 2 2 2
   7163  -4  -6  -2 2 2 2
   7164  -4  -6  -1 2 2 2
   7165  -4  -6   0 2 2 2
   7166  -4  -6   1 2 2 2
   7167  -4  -6   2 2 2 2
   7168  -4  -6   3 2 2 2
   7169  -4  -6   4 2 2 2
   7170  -4  -6   5 2 2 2
   7171  -4  -6   6 2 2 2
   7172  -4  -6   7 2 2 2
   7173  -4  -6   8 2 2 2
   7174  -4  -6   9 2 2 2
   7175  -4  -6  10 2 2 2
   7176  -4  -6  11 2 2 2
   7177  -4  -5 -12 2 2 2
   7178  -4  -5 -11 2 2 2
   7179  -4  -5 -10 2 2 2
   7180  -4  -5  -9 2 2 2
   7181  -4  -5  -8 2 2 2
   7182  -4  -5  -7 2 2 2
   7183  -4  -5  -6 2 2 2
   7184  -4  -5  -5 2 2 2
   7185  -4  -5  -4 2 2 2
   7186  -4  -5  -3 2 2 2
   7187  -4  -5  -2 2 2 2
   7188  -4  -5  -1 2 2 2
   7189  -4  -5   0 2 2 2
   7190  -4  -5   1 2 2 2
   7191  -4  -5   2 2 2 2
   7192  -4  -5   3 2 2 2
   7193  -4  -5   4 2 2 2
   7194  -4  -5   5 2 2 2
   7195  -4  -5   6 2 2 2
   7196  -4  -5   7 2 2 2
   7197  -4  -5   8 2 2 2
   7198  -4  -5   9 2 2 2
   7199  -4  -5  10 2 2 2
   7200  -4  -5  11 2 2 2
   7201  -4  -4 -12 2 2 2
   7202  -4  -4 -11 2 2 2
   7203  -4  -4 -10 2 2 2
   7204  -4  -4  -9 2 2 2
   7205  -4  -4  -8 2 2 2
   7206  -4  -4  -7 2 2 2
   7207  -4  -4  -6 2 2 2
   7208  -4  -4  -5 2 2 2
   7209  -4  -4  -4 2 2 2
   7210  -4  -4  -3 2 2 2
   7211  -4  -4  -2 2 2 2
   7212  -4  -4  -1 2 2 2
   7213  -4  -4   0 2 2 2
   7214  -4  -4   1 2 2 2
   7215  -4  -4   2 2 2 2
   7216  -4  -4   3 2 2 2
   7217  -4  -4   4 2 2 2
   7218  -4  -4   5 2 2 2
   7219  -4  -4   6 2 2 2
   7220  -4  -4   7 2 2 2
   7221  -4  -4   8 2 2 2
   7222  -4  -4   9 2 2 2
   7223  -4  -4  10 2 2 2
   7224  -4  -4  11 2 2 2
   7225  -4  -3 -12 2 2 2
   7226  -4  -3 -11 2 2 2
   7227  -4  -3 -10 2 2 2
   7228  -4  -3  -9 2 2 2
   7229  -4  -3  -8 2 2 2
   7230  -4  -3  -7 2 2 2
   7231  -4  -3  -6 2 2 2
   7232  -4  -3  -5 2 2 2
   7233  -4  -3  -4 2 2 2
   7234  -4  -3  -3 2 2 2
   7235  -4  -3  -2 2 2 2
   7236  -4  -3  -1 2 2 2
   7237  -4  -3   0 2 2 2
   7238  -4  -3   1 2 2 2
   7239  -4  -3   2 2 2 2
   7240  -4  -3   3 2 2 2
   7241  -4  -3   4 2 2 2
   7242  -4  -3   5 2 2 2
   7243  -4  -3   6 2 2 2
   7244  -4  -3   7 2 2 2
   7245  -4  -3   8 2 2 2
   7246  -4  -3   9 2 2 2
   7247  -4  -3  10 2 2 2
   7248  -4  -3  11 2 2 2
   7249  -4  -2 -12 2 2 2
   7250  -4  -2 -11 2 2 2
   7251  -4  -2 -10 2 2 2
   7252  -4  -2  -9 2 2 2
   7253  -4  -2  -8 2 2 2
   7254  -4  -2  -7 2 2 2
   7255  -4  -2  -6 2 2 2
   7256  -4  -2  -5 2 2 2
   7257  -4  -2  -4 2 2 2
   7258  -4  -2  -3 2 2 2
   7259  -4  -2  -2 2 2 2
   7260  -4  -2  -1 2 2 2
   7261  -4  -2   0 2 2 2
   7262  -4  -2   1 2 2 2
   7263  -4  -2   2 2 2 2
   7264  -4  -2   3 2 2 2
   7265  -4  -2   4 2 2 2
   7266  -4  -2   5 2 2 2
   7267  -4  -2   6 2 2 2
   7268  -4  -2   7 2 2 2
   7269  -4  -2   8 2 2 2
   7270  -4  -2   9 2 2 2
   7271  -4  -2  10 2 2 2
   7272  -4  -2  11 2 2 2
   7273  -4  -1 -12 2 2 2
   7274  -4  -1 -11 2 2 2
   7275  -4  -1 -10 2 2 2
   7276  -4  -1  -9 2 2 2
   7277  -4  -1  -8 2 2 2
   7278  -4  -1  -7 2 2 2
   7279  -4  -1  -6 2 2 2
   7280  -4  -1  -5 2 2 2
   7281  -4  -1  -4 2 2 2
   7282  -4  -1  -3 2 2 2
   7283  -4  -1  -2 2 2 2
   7284  -4  -1  -1 2 2 2
   7285  -4  -1   0 2 2 2
   7286  -4  -1   1 2 2 2
   7287  -4  -1   2 2 2 2
   7288  -4  -1   3 2 2 2
   7289  -4  -1   4 2 2 2
   7290  -4  -1   5 2 2 2
   7291  -4  -1   6 2 2 2
   7292  -4  -1   7 2 2 2
   7293  -4  -1   8 2 2 2
   7294  -4  -1   9 2 2 2
   7295  -4  -1  10 2 2 2
   7296  -4  -1  11 2 2 2
   7297  -4   0 -12 2 2 2
   7298  -4   0 -11 2 2 2
   7299  -4   0 -10 2 2 2
   7300  -4   0  -9 2 2 2
   7301  -4   0  -8 2 2 2
   7302  -4   0  -7 2 2 2
   7303  -4   0  -6 2 2 2
   7304  -4   0  -5 2 2 2
   7305  -4   0  -4 2 2 2
   7306  -4   0  -3 2 2 2
   7307  -4   0  -2 2 2 2
   7308  -4   0  -1 2 2 2
   7309  -4   0   0 2 2 2
   7310  -4   0   1 2 2 2
   7311  -4   0   2 2 2 2
   7312  -4   0   3 2 2 2
   7313  -4   0   4 2 2 2
   7314  -4   0   5 2 2 2
   7315  -4   0   6 2 2 2
   7316  -4   0   7 2 2 2
   7317  -4   0   8 2 2 2
   7318  -4   0   9 2 2 2
   7319  -4   0  10 2 2 2
   7320  -4   0  11 2 2 2
   7321  -4   1 -12 2 2 2
   7322  -4   1 -11 2 2 2
   7323  -4   1 -10 2 2 2
   7324  -4   1  -9 2 2 2
   7325  -4   1  -8 2 2 2
   7326  -4   1  -7 2 2 2
   7327  -4   1  -6 2 2 2
   7328  -4   1  -5 2 2 2
   7329  -4   1  -4 2 2 2
   7330  -4   1  -3 2 2 2
   7331  -4   1  -2 2 2 2
   7332  -4   1  -1 2 2 2
   7333  -4   1   0 2 2 2
   7334  -4   1   1 2 2 2
   7335  -4   1   2 2 2 2
   7336  -4   1   3 2 2 2
   7337  -4   1   4 2 2 2
   7338  -4   1   5 2 2 2
   7339  -4   1   6 2 2 2
   7340  -4   1   7 2 2 2
   7341  -4   1   8 2 2 2
   7342  -4   1   9 2 2 2
   7343  -4   1  10 2 2 2
   7344  -4   1  11 2 2 2
   7345  -4   2 -12 2 2 2
   7346  -4   2 -11 2 2 2
   7347  -4   2 -10 2 2 2
   7348  -4   2  -9 2 2 2
   7349  -4   2  -8 2 2 2
   7350  -4   2  -7 2 2 2
   7351  -4   2  -6 2 2 2
   7352  -4   2  -5 2 2 2
   7353  -4   2  -4 2 2 2
   7354  -4   2  -3 2 2 2
   7355  -4   2  -2 2 2 2
   7356  -4   2  -1 2 2 2
   7357  -4   2   0 2 2 2
   7358  -4   2   1 2 2 2
   7359  -4   2   2 2 2 2
   7360  -4   2   3 2 2 2
   7361  -4   2   4 2 2 2
   7362  -4   2   5 2 2 2
   7363  -4   2   6 2 2 2
   7364  -4   2   7 2 2 2
   7365  -4   2   8 2 2 2
   7366  -4   2   9 2 2 2
   7367  -4   2  10 2 2 2
   7368  -4   2  11 2 2 2
   7369  -4   3 -12 2 2 2
   7370  -4   3 -11 2 2 2
   7371  -4   3 -10 2 2 2
   7372  -4   3  -9 2 2 2
   7373  -4   3  -8 2 2 2
   7374  -4   3  -7 2 2 2
   7375  -4   3  -6 2 2 2
   7376  -4   3  -5 2 2 2
   7377  -4   3  -4 2 2 2
   7378  -4   3  -3 2 2 2
   7379  -4   3  -2 2 2 2
   7380  -4   3  -1 2 2 2
   7381  -4   3   0 2 2 2
   7382  -4   3   1 2 2 2
   7383  -4   3   2 2 2 2
   7384  -4   3   3 2 2 2
   7385  -4   3   4 2 2 2
   7386  -4   3   5 2 2 2
   7387  -4   3   6 2 2 2
   7388  -4   3   7 2 2 2
   7389  -4   3   8 2 2 2
   7390  -4   3   9 2 2 2
   7391  -4   3  10 2 2 2
   7392  -4   3  11 2 2 2
   7393  -4   4 -12 2 2 2
   7394  -4   4 -11 2 2 2
   7395  -4   4 -10 2 2 2
   7396  -4   4  -9 2 2 2
   7397  -4   4  -8 2 2 2
   7398  -4   4  -7 2 2 2
   7399  -4   4  -6 2 2 2
   7400  -4   4  -5 2 2 2
   7401  -4   4  -4 2 2 2
   7402  -4   4  -3 2 2 2
   7403  -4   4  -2 2 2 2
   7404  -4   4  -1 2 2 2
   7405  -4   4   0 2 2 2
   7406  -4   4   1 2 2 2
   7407  -4   4   2 2 2 2
   7408  -4   4   3 2 2 2
   7409  -4   4   4 2 2 2
   7410  -4   4   5 2 2 2
   7411  -4   4   6 2 2 2
   7412  -4   4   7 2 2 2
   7413  -4   4   8 2 2 2
   7414  -4   4   9 2 2 2
   7415  -4   4  10 2 2 2
   7416  -4   4  11 2 2 2
   7417  -4   5 -12 2 2 2
   7418  -4   5 -11 2 2 2
   7419  -4   5 -10 2 2 2
   7420  -4   5  -9 2 2 2
   7421  -4   5  -8 2 2 2
   7422  -4   5  -7 2 2 2
   7423  -4   5  -6 2 2 2
   7424  -4   5  -5 2 2 2
   7425  -4   5  -4 2 2 2
   7426  -4   5  -3 2 2 2
   7427  -4   5  -2 2 2 2
   7428  -4   5  -1 2 2 2
   7429  -4   5   0 2 2 2
   7430  -4   5   1 2 2 2
   7431  -4   5   2 2 2 2
   7432  -4   5   3 2 2 2
   7433  -4   5   4 2 2 2
   7434  -4   5   5 2 2 2
   7435  -4   5   6 2 2 2
   7436  -4   5   7 2 2 2
   7437  -4   5   8 2 2 2
   7438  -4   5   9 2 2 2
   7439  -4   5  10 2 2 2
   7440  -4   5  11 2 2 2
   7441  -4   6 -12 2 2 2
   7442  -4   6 -11 2 2 2
   7443  -4   6 -10 2 2 2
   7444  -4   6  -9 2 2 2
   7445  -4   6  -8 2 2 2
   7446  -4   6  -7 2 2 2
   7447  -4   6  -6 2 2 2
   7448  -4   6  -5 2 2 2
   7449  -4   6  -4 2 2 2
   7450  -4   6  -3 2 2 2
   7451  -4   6  -2 2 2 2
   7452  -4   6  -1 2 2 2
   7453  -4   6   0 2 2 2
   7454  -4   6   1 2 2 2
   7455  -4   6   2 2 2 2
   7456  -4   6   3 2 2 2
   7457  -4   6   4 2 2 2
   7458  -4   6   5 2 2 2
   7459  -4   6   6 2 2 2
   7460  -4   6   7 2 2 2
   7461  -4   6   8 2 2 2
   7462  -4   6   9 2 2 2
   7463  -4   6  10 2 2 2
   7464  -4   6  11 2 2 2
   7465  -4   7 -12 2 2 2
   7466  -4   7 -11 2 2 2
   7467  -4   7 -10 2 2 2
   7468  -4   7  -9 2 2 2
   7469  -4   7  -8 2 2 2
   7470  -4   7  -7 2 2 2
   7471  -4   7  -6 2 2 2
   7472  -4   7  -5 2 2 2
   7473  -4   7  -4 2 2 2
   7474  -4   7  -3 2 2 2
   7475  -4   7  -2 2 2 2
   7476  -4   7  -1 2 2 2
   7477  -4   7   0 2 2 2
   7478  -4   7   1 2 2 2
   7479  -4   7   2 2 2 2
   7480  -4   7   3 2 2 2
   7481  -4   7   4 2 2 2
   7482  -4   7   5 2 2 2
   7483  -4   7   6 2 2 2
   7484  -4   7   7 2 2 2
   7485  -4   7   8 2 2 2
   7486  -4   7   9 2 2 2
   7487  -4   7  10 2 2 2
   7488  -4   7  11 2 2 2
   7489  -4   8 -12 2 2 2
   7490  -4   8 -11 2 2 2
   7491  -4   8 -10 2 2 2
   7492  -4   8  -9 2 2 2
   7493  -4   8  -8 2 2 2
   7494  -4   8  -7 2 2 2
   7495  -4   8  -6 2 2 2
   7496  -4   8  -5 2 2 2
   7497  -4   8  -4 2 2 2
   7498  -4   8  -3 2 2 2
   7499  -4   8  -2 2 2 2
   7500  -4   8  -1 2 2 2
   7501  -4   8   0 2 2 2
   7502  -4   8   1 2 2 2
   7503  -4   8   2 2 2 2
   7504  -4   8   3 2 2 2
   7505  -4   8   4 2 2 2
   7506  -4   8   5 2 2 2
   7507  -4   8   6 2 2 2
   7508  -4   8   7 2 2 2
   7509  -4   8   8 2 2 2
   7510  -4   8   9 2 2 2
   7511  -4   8  10 2 2 2
   7512  -4   8  11 2 2 2
   7513  -4   9 -12 2 2 2
   7514  -4   9 -11 2 2 2
   7515  -4   9 -10 2 2 2
   7516  -4   9  -9 2 2 2
   7517  -4   9  -8 2 2 2
   7518  -4   9  -7 2 2 2
   7519  -4   9  -6 2 2 2
   7520  -4   9  -5 2 2 2
   7521  -4   9  -4 2 2 2
   7522  -4   9  -3 2 2 2
   7523  -4   9  -2 2 2 2
   7524  -4   9  -1 2 2 2
   7525  -4   9   0 2 2 2
   7526  -4   9   1 2 2 2
   7527  -4   9   2 2 2 2
   7528  -4   9   3 2 2 2
   7529  -4   9   4 2 2 2
   7530  -4   9   5 2 2 2
   7531  -4   9   6 2 2 2
   7532  -4   9   7 2 2 2
   7533  -4   9   8 2 2 2
   7534  -4   9   9 2 2 2
   7535  -4   9  10 2 2 2
   7536  -4   9  11 2 2 2
   7537  -4  10 -12 2 2 2
   7538  -4  10 -11 2 2 2
   7539  -4  10 -10 2 2 2
   7540  -4  10  -9 2 2 2
   7541  -4  10  -8 2 2 2
   7542  -4  10  -7 2 2 2
   7543  -4  10  -6 2 2 2
   7544  -4  10  -5 2 2 2
   7545  -4  10  -4 2 2 2
   7546  -4  10  -3 2 2 2
   7547  -4  10  -2 2 2 2
   7548  -4  10  -1 2 2 2
   7549  -4  10   0 2 2 2
   7550  -4  10   1 2 2 2
   7551  -4  10   2 2 2 2
   7552  -4  10   3 2 2 2
   7553  -4  10   4 2 2 2
   7554  -4  10   5 2 2 2
   7555  -4  10   6 2 2 2
   7556  -4  10   7 2 2 2
   7557  -4  10   8 2 2 2
   7558  -4  10   9 2 2 2
   7559  -4  10  10 2 2 2
   7560  -4  10  11 2 2 2
   7561  -4  11 -12 2 2 2
   7562  -4  11 -11 2 2 2
   7563  -4  11 -10 2 2 2
   7564  -4  11  -9 2 2 2
   7565  -4  11  -8 2 2 2
   7566  -4  11  -7 2 2 2
   7567  -4  11  -6 2 2 2
   7568  -4  11  -5 2 2 2
   7569  -4  11  -4 2 2 2
   7570  -4  11  -3 2 2 2
   7571  -4  11  -2 2 2 2
   7572  -4  11  -1 2 2 2
   7573  -4  11   0 2 2 2
   7574  -4  11   1 2 2 2
   7575  -4  11   2 2 2 2
   7576  -4  11   3 2 2 2
   7577  -4  11   4 2 2 2
   7578  -4  11   5 2 2 2
   7579  -4  11   6 2 2 2
   7580  -4  11   7 2 2 2
   7581  -4  11   8 2 2 2
   7582  -4  11   9 2 2 2
   7583  -4  11  10 2 2 2
   7584  -4  11  11 2 2 2
   7585  -3 -12 -12 2 2 2
   7586  -3 -12 -11 2 2 2
