 >TARELL  ellipsoidal grain; AX,AY,AZ= 49.4900 49.4900 49.4900
     63461 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  23093    2   20   -5 1 1 1
  23094    3   20   -5 1 1 1
  23095    4   20   -5 1 1 1
  23096    5   20   -5 1 1 1
  23097    6   20   -5 1 1 1
  23098    7   20   -5 1 1 1
  23099    8   20   -5 1 1 1
  23100    9   20   -5 1 1 1
  23101   10   20   -5 1 1 1
  23102   11   20   -5 1 1 1
  23103   12   20   -5 1 1 1
  23104   13   20   -5 1 1 1
  23105  -12   21   -5 1 1 1
  23106  -11   21   -5 1 1 1
  23107  -10   21   -5 1 1 1
  23108   -9   21   -5 1 1 1
  23109   -8   21   -5 1 1 1
  23110   -7   21   -5 1 1 1
  23111   -6   21   -5 1 1 1
  23112   -5   21   -5 1 1 1
  23113   -4   21   -5 1 1 1
  23114   -3   21   -5 1 1 1
  23115   -2   21   -5 1 1 1
  23116   -1   21   -5 1 1 1
  23117    0   21   -5 1 1 1
  23118    1   21   -5 1 1 1
  23119    2   21   -5 1 1 1
  23120    3   21   -5 1 1 1
  23121    4   21   -5 1 1 1
  23122    5   21   -5 1 1 1
  23123    6   21   -5 1 1 1
  23124    7   21   -5 1 1 1
  23125    8   21   -5 1 1 1
  23126    9   21   -5 1 1 1
  23127   10   21   -5 1 1 1
  23128   11   21   -5 1 1 1
  23129   12   21   -5 1 1 1
  23130  -10   22   -5 1 1 1
  23131   -9   22   -5 1 1 1
  23132   -8   22   -5 1 1 1
  23133   -7   22   -5 1 1 1
  23134   -6   22   -5 1 1 1
  23135   -5   22   -5 1 1 1
  23136   -4   22   -5 1 1 1
  23137   -3   22   -5 1 1 1
  23138   -2   22   -5 1 1 1
  23139   -1   22   -5 1 1 1
  23140    0   22   -5 1 1 1
  23141    1   22   -5 1 1 1
  23142    2   22   -5 1 1 1
  23143    3   22   -5 1 1 1
  23144    4   22   -5 1 1 1
  23145    5   22   -5 1 1 1
  23146    6   22   -5 1 1 1
  23147    7   22   -5 1 1 1
  23148    8   22   -5 1 1 1
  23149    9   22   -5 1 1 1
  23150   10   22   -5 1 1 1
  23151   -7   23   -5 1 1 1
  23152   -6   23   -5 1 1 1
  23153   -5   23   -5 1 1 1
  23154   -4   23   -5 1 1 1
  23155   -3   23   -5 1 1 1
  23156   -2   23   -5 1 1 1
  23157   -1   23   -5 1 1 1
  23158    0   23   -5 1 1 1
  23159    1   23   -5 1 1 1
  23160    2   23   -5 1 1 1
  23161    3   23   -5 1 1 1
  23162    4   23   -5 1 1 1
  23163    5   23   -5 1 1 1
  23164    6   23   -5 1 1 1
  23165    7   23   -5 1 1 1
  23166   -3   24   -5 1 1 1
  23167   -2   24   -5 1 1 1
  23168   -1   24   -5 1 1 1
  23169    0   24   -5 1 1 1
  23170    1   24   -5 1 1 1
  23171    2   24   -5 1 1 1
  23172    3   24   -5 1 1 1
  23173   -4  -24   -4 1 1 1
  23174   -3  -24   -4 1 1 1
  23175   -2  -24   -4 1 1 1
  23176   -1  -24   -4 1 1 1
  23177    0  -24   -4 1 1 1
  23178    1  -24   -4 1 1 1
  23179    2  -24   -4 1 1 1
  23180    3  -24   -4 1 1 1
  23181    4  -24   -4 1 1 1
  23182   -8  -23   -4 1 1 1
  23183   -7  -23   -4 1 1 1
  23184   -6  -23   -4 1 1 1
  23185   -5  -23   -4 1 1 1
  23186   -4  -23   -4 1 1 1
  23187   -3  -23   -4 1 1 1
  23188   -2  -23   -4 1 1 1
  23189   -1  -23   -4 1 1 1
  23190    0  -23   -4 1 1 1
  23191    1  -23   -4 1 1 1
  23192    2  -23   -4 1 1 1
  23193    3  -23   -4 1 1 1
  23194    4  -23   -4 1 1 1
  23195    5  -23   -4 1 1 1
  23196    6  -23   -4 1 1 1
  23197    7  -23   -4 1 1 1
  23198    8  -23   -4 1 1 1
  23199  -10  -22   -4 1 1 1
  23200   -9  -22   -4 1 1 1
  23201   -8  -22   -4 1 1 1
  23202   -7  -22   -4 1 1 1
  23203   -6  -22   -4 1 1 1
  23204   -5  -22   -4 1 1 1
  23205   -4  -22   -4 1 1 1
  23206   -3  -22   -4 1 1 1
  23207   -2  -22   -4 1 1 1
  23208   -1  -22   -4 1 1 1
  23209    0  -22   -4 1 1 1
  23210    1  -22   -4 1 1 1
  23211    2  -22   -4 1 1 1
  23212    3  -22   -4 1 1 1
  23213    4  -22   -4 1 1 1
  23214    5  -22   -4 1 1 1
  23215    6  -22   -4 1 1 1
  23216    7  -22   -4 1 1 1
  23217    8  -22   -4 1 1 1
  23218    9  -22   -4 1 1 1
  23219   10  -22   -4 1 1 1
  23220  -12  -21   -4 1 1 1
  23221  -11  -21   -4 1 1 1
  23222  -10  -21   -4 1 1 1
  23223   -9  -21   -4 1 1 1
  23224   -8  -21   -4 1 1 1
  23225   -7  -21   -4 1 1 1
  23226   -6  -21   -4 1 1 1
  23227   -5  -21   -4 1 1 1
  23228   -4  -21   -4 1 1 1
  23229   -3  -21   -4 1 1 1
  23230   -2  -21   -4 1 1 1
  23231   -1  -21   -4 1 1 1
  23232    0  -21   -4 1 1 1
  23233    1  -21   -4 1 1 1
  23234    2  -21   -4 1 1 1
  23235    3  -21   -4 1 1 1
  23236    4  -21   -4 1 1 1
  23237    5  -21   -4 1 1 1
  23238    6  -21   -4 1 1 1
  23239    7  -21   -4 1 1 1
  23240    8  -21   -4 1 1 1
  23241    9  -21   -4 1 1 1
  23242   10  -21   -4 1 1 1
  23243   11  -21   -4 1 1 1
  23244   12  -21   -4 1 1 1
  23245  -14  -20   -4 1 1 1
  23246  -13  -20   -4 1 1 1
  23247  -12  -20   -4 1 1 1
  23248  -11  -20   -4 1 1 1
  23249  -10  -20   -4 1 1 1
  23250   -9  -20   -4 1 1 1
  23251   -8  -20   -4 1 1 1
  23252   -7  -20   -4 1 1 1
  23253   -6  -20   -4 1 1 1
  23254   -5  -20   -4 1 1 1
  23255   -4  -20   -4 1 1 1
  23256   -3  -20   -4 1 1 1
  23257   -2  -20   -4 1 1 1
  23258   -1  -20   -4 1 1 1
  23259    0  -20   -4 1 1 1
  23260    1  -20   -4 1 1 1
  23261    2  -20   -4 1 1 1
  23262    3  -20   -4 1 1 1
  23263    4  -20   -4 1 1 1
  23264    5  -20   -4 1 1 1
  23265    6  -20   -4 1 1 1
  23266    7  -20   -4 1 1 1
  23267    8  -20   -4 1 1 1
  23268    9  -20   -4 1 1 1
  23269   10  -20   -4 1 1 1
  23270   11  -20   -4 1 1 1
  23271   12  -20   -4 1 1 1
  23272   13  -20   -4 1 1 1
  23273   14  -20   -4 1 1 1
  23274  -15  -19   -4 1 1 1
  23275  -14  -19   -4 1 1 1
  23276  -13  -19   -4 1 1 1
  23277  -12  -19   -4 1 1 1
  23278  -11  -19   -4 1 1 1
  23279  -10  -19   -4 1 1 1
  23280   -9  -19   -4 1 1 1
  23281   -8  -19   -4 1 1 1
  23282   -7  -19   -4 1 1 1
  23283   -6  -19   -4 1 1 1
  23284   -5  -19   -4 1 1 1
  23285   -4  -19   -4 1 1 1
  23286   -3  -19   -4 1 1 1
  23287   -2  -19   -4 1 1 1
  23288   -1  -19   -4 1 1 1
  23289    0  -19   -4 1 1 1
  23290    1  -19   -4 1 1 1
  23291    2  -19   -4 1 1 1
  23292    3  -19   -4 1 1 1
  23293    4  -19   -4 1 1 1
  23294    5  -19   -4 1 1 1
  23295    6  -19   -4 1 1 1
  23296    7  -19   -4 1 1 1
  23297    8  -19   -4 1 1 1
  23298    9  -19   -4 1 1 1
  23299   10  -19   -4 1 1 1
  23300   11  -19   -4 1 1 1
  23301   12  -19   -4 1 1 1
  23302   13  -19   -4 1 1 1
  23303   14  -19   -4 1 1 1
  23304   15  -19   -4 1 1 1
  23305  -16  -18   -4 1 1 1
  23306  -15  -18   -4 1 1 1
  23307  -14  -18   -4 1 1 1
  23308  -13  -18   -4 1 1 1
  23309  -12  -18   -4 1 1 1
  23310  -11  -18   -4 1 1 1
  23311  -10  -18   -4 1 1 1
  23312   -9  -18   -4 1 1 1
  23313   -8  -18   -4 1 1 1
  23314   -7  -18   -4 1 1 1
  23315   -6  -18   -4 1 1 1
  23316   -5  -18   -4 1 1 1
  23317   -4  -18   -4 1 1 1
  23318   -3  -18   -4 1 1 1
  23319   -2  -18   -4 1 1 1
  23320   -1  -18   -4 1 1 1
  23321    0  -18   -4 1 1 1
  23322    1  -18   -4 1 1 1
  23323    2  -18   -4 1 1 1
  23324    3  -18   -4 1 1 1
  23325    4  -18   -4 1 1 1
  23326    5  -18   -4 1 1 1
  23327    6  -18   -4 1 1 1
  23328    7  -18   -4 1 1 1
  23329    8  -18   -4 1 1 1
  23330    9  -18   -4 1 1 1
  23331   10  -18   -4 1 1 1
  23332   11  -18   -4 1 1 1
  23333   12  -18   -4 1 1 1
  23334   13  -18   -4 1 1 1
  23335   14  -18   -4 1 1 1
  23336   15  -18   -4 1 1 1
  23337   16  -18   -4 1 1 1
  23338  -17  -17   -4 1 1 1
  23339  -16  -17   -4 1 1 1
  23340  -15  -17   -4 1 1 1
  23341  -14  -17   -4 1 1 1
  23342  -13  -17   -4 1 1 1
  23343  -12  -17   -4 1 1 1
  23344  -11  -17   -4 1 1 1
  23345  -10  -17   -4 1 1 1
  23346   -9  -17   -4 1 1 1
  23347   -8  -17   -4 1 1 1
  23348   -7  -17   -4 1 1 1
  23349   -6  -17   -4 1 1 1
  23350   -5  -17   -4 1 1 1
  23351   -4  -17   -4 1 1 1
  23352   -3  -17   -4 1 1 1
  23353   -2  -17   -4 1 1 1
  23354   -1  -17   -4 1 1 1
  23355    0  -17   -4 1 1 1
  23356    1  -17   -4 1 1 1
  23357    2  -17   -4 1 1 1
  23358    3  -17   -4 1 1 1
  23359    4  -17   -4 1 1 1
  23360    5  -17   -4 1 1 1
  23361    6  -17   -4 1 1 1
  23362    7  -17   -4 1 1 1
  23363    8  -17   -4 1 1 1
  23364    9  -17   -4 1 1 1
  23365   10  -17   -4 1 1 1
  23366   11  -17   -4 1 1 1
  23367   12  -17   -4 1 1 1
  23368   13  -17   -4 1 1 1
  23369   14  -17   -4 1 1 1
  23370   15  -17   -4 1 1 1
  23371   16  -17   -4 1 1 1
  23372   17  -17   -4 1 1 1
  23373  -18  -16   -4 1 1 1
  23374  -17  -16   -4 1 1 1
  23375  -16  -16   -4 1 1 1
  23376  -15  -16   -4 1 1 1
  23377  -14  -16   -4 1 1 1
  23378  -13  -16   -4 1 1 1
  23379  -12  -16   -4 1 1 1
  23380  -11  -16   -4 1 1 1
  23381  -10  -16   -4 1 1 1
  23382   -9  -16   -4 1 1 1
  23383   -8  -16   -4 1 1 1
  23384   -7  -16   -4 1 1 1
  23385   -6  -16   -4 1 1 1
  23386   -5  -16   -4 1 1 1
  23387   -4  -16   -4 1 1 1
  23388   -3  -16   -4 1 1 1
  23389   -2  -16   -4 1 1 1
  23390   -1  -16   -4 1 1 1
  23391    0  -16   -4 1 1 1
  23392    1  -16   -4 1 1 1
  23393    2  -16   -4 1 1 1
  23394    3  -16   -4 1 1 1
  23395    4  -16   -4 1 1 1
  23396    5  -16   -4 1 1 1
  23397    6  -16   -4 1 1 1
  23398    7  -16   -4 1 1 1
  23399    8  -16   -4 1 1 1
  23400    9  -16   -4 1 1 1
  23401   10  -16   -4 1 1 1
  23402   11  -16   -4 1 1 1
  23403   12  -16   -4 1 1 1
  23404   13  -16   -4 1 1 1
  23405   14  -16   -4 1 1 1
  23406   15  -16   -4 1 1 1
  23407   16  -16   -4 1 1 1
  23408   17  -16   -4 1 1 1
  23409   18  -16   -4 1 1 1
  23410  -19  -15   -4 1 1 1
  23411  -18  -15   -4 1 1 1
  23412  -17  -15   -4 1 1 1
  23413  -16  -15   -4 1 1 1
  23414  -15  -15   -4 1 1 1
  23415  -14  -15   -4 1 1 1
  23416  -13  -15   -4 1 1 1
  23417  -12  -15   -4 1 1 1
  23418  -11  -15   -4 1 1 1
  23419  -10  -15   -4 1 1 1
  23420   -9  -15   -4 1 1 1
  23421   -8  -15   -4 1 1 1
  23422   -7  -15   -4 1 1 1
  23423   -6  -15   -4 1 1 1
  23424   -5  -15   -4 1 1 1
  23425   -4  -15   -4 1 1 1
  23426   -3  -15   -4 1 1 1
  23427   -2  -15   -4 1 1 1
  23428   -1  -15   -4 1 1 1
  23429    0  -15   -4 1 1 1
  23430    1  -15   -4 1 1 1
  23431    2  -15   -4 1 1 1
  23432    3  -15   -4 1 1 1
  23433    4  -15   -4 1 1 1
  23434    5  -15   -4 1 1 1
  23435    6  -15   -4 1 1 1
  23436    7  -15   -4 1 1 1
  23437    8  -15   -4 1 1 1
  23438    9  -15   -4 1 1 1
  23439   10  -15   -4 1 1 1
  23440   11  -15   -4 1 1 1
  23441   12  -15   -4 1 1 1
  23442   13  -15   -4 1 1 1
  23443   14  -15   -4 1 1 1
  23444   15  -15   -4 1 1 1
  23445   16  -15   -4 1 1 1
  23446   17  -15   -4 1 1 1
  23447   18  -15   -4 1 1 1
  23448   19  -15   -4 1 1 1
  23449  -20  -14   -4 1 1 1
  23450  -19  -14   -4 1 1 1
  23451  -18  -14   -4 1 1 1
  23452  -17  -14   -4 1 1 1
  23453  -16  -14   -4 1 1 1
  23454  -15  -14   -4 1 1 1
  23455  -14  -14   -4 1 1 1
  23456  -13  -14   -4 1 1 1
  23457  -12  -14   -4 1 1 1
  23458  -11  -14   -4 1 1 1
  23459  -10  -14   -4 1 1 1
  23460   -9  -14   -4 1 1 1
  23461   -8  -14   -4 1 1 1
  23462   -7  -14   -4 1 1 1
  23463   -6  -14   -4 1 1 1
  23464   -5  -14   -4 1 1 1
  23465   -4  -14   -4 1 1 1
  23466   -3  -14   -4 1 1 1
  23467   -2  -14   -4 1 1 1
  23468   -1  -14   -4 1 1 1
  23469    0  -14   -4 1 1 1
  23470    1  -14   -4 1 1 1
  23471    2  -14   -4 1 1 1
  23472    3  -14   -4 1 1 1
  23473    4  -14   -4 1 1 1
  23474    5  -14   -4 1 1 1
  23475    6  -14   -4 1 1 1
  23476    7  -14   -4 1 1 1
  23477    8  -14   -4 1 1 1
  23478    9  -14   -4 1 1 1
  23479   10  -14   -4 1 1 1
  23480   11  -14   -4 1 1 1
  23481   12  -14   -4 1 1 1
  23482   13  -14   -4 1 1 1
  23483   14  -14   -4 1 1 1
  23484   15  -14   -4 1 1 1
  23485   16  -14   -4 1 1 1
  23486   17  -14   -4 1 1 1
  23487   18  -14   -4 1 1 1
  23488   19  -14   -4 1 1 1
  23489   20  -14   -4 1 1 1
  23490  -20  -13   -4 1 1 1
  23491  -19  -13   -4 1 1 1
  23492  -18  -13   -4 1 1 1
  23493  -17  -13   -4 1 1 1
  23494  -16  -13   -4 1 1 1
  23495  -15  -13   -4 1 1 1
  23496  -14  -13   -4 1 1 1
  23497  -13  -13   -4 1 1 1
  23498  -12  -13   -4 1 1 1
  23499  -11  -13   -4 1 1 1
  23500  -10  -13   -4 1 1 1
  23501   -9  -13   -4 1 1 1
  23502   -8  -13   -4 1 1 1
  23503   -7  -13   -4 1 1 1
  23504   -6  -13   -4 1 1 1
  23505   -5  -13   -4 1 1 1
  23506   -4  -13   -4 1 1 1
  23507   -3  -13   -4 1 1 1
  23508   -2  -13   -4 1 1 1
  23509   -1  -13   -4 1 1 1
  23510    0  -13   -4 1 1 1
  23511    1  -13   -4 1 1 1
  23512    2  -13   -4 1 1 1
  23513    3  -13   -4 1 1 1
  23514    4  -13   -4 1 1 1
  23515    5  -13   -4 1 1 1
  23516    6  -13   -4 1 1 1
  23517    7  -13   -4 1 1 1
  23518    8  -13   -4 1 1 1
  23519    9  -13   -4 1 1 1
  23520   10  -13   -4 1 1 1
  23521   11  -13   -4 1 1 1
  23522   12  -13   -4 1 1 1
  23523   13  -13   -4 1 1 1
  23524   14  -13   -4 1 1 1
  23525   15  -13   -4 1 1 1
  23526   16  -13   -4 1 1 1
  23527   17  -13   -4 1 1 1
  23528   18  -13   -4 1 1 1
  23529   19  -13   -4 1 1 1
  23530   20  -13   -4 1 1 1
  23531  -21  -12   -4 1 1 1
  23532  -20  -12   -4 1 1 1
  23533  -19  -12   -4 1 1 1
  23534  -18  -12   -4 1 1 1
  23535  -17  -12   -4 1 1 1
  23536  -16  -12   -4 1 1 1
  23537  -15  -12   -4 1 1 1
  23538  -14  -12   -4 1 1 1
  23539  -13  -12   -4 1 1 1
  23540  -12  -12   -4 1 1 1
  23541  -11  -12   -4 1 1 1
  23542  -10  -12   -4 1 1 1
  23543   -9  -12   -4 1 1 1
  23544   -8  -12   -4 1 1 1
  23545   -7  -12   -4 1 1 1
  23546   -6  -12   -4 1 1 1
  23547   -5  -12   -4 1 1 1
  23548   -4  -12   -4 1 1 1
  23549   -3  -12   -4 1 1 1
  23550   -2  -12   -4 1 1 1
  23551   -1  -12   -4 1 1 1
  23552    0  -12   -4 1 1 1
  23553    1  -12   -4 1 1 1
  23554    2  -12   -4 1 1 1
  23555    3  -12   -4 1 1 1
  23556    4  -12   -4 1 1 1
  23557    5  -12   -4 1 1 1
  23558    6  -12   -4 1 1 1
  23559    7  -12   -4 1 1 1
  23560    8  -12   -4 1 1 1
  23561    9  -12   -4 1 1 1
  23562   10  -12   -4 1 1 1
  23563   11  -12   -4 1 1 1
  23564   12  -12   -4 1 1 1
  23565   13  -12   -4 1 1 1
  23566   14  -12   -4 1 1 1
  23567   15  -12   -4 1 1 1
  23568   16  -12   -4 1 1 1
  23569   17  -12   -4 1 1 1
  23570   18  -12   -4 1 1 1
  23571   19  -12   -4 1 1 1
  23572   20  -12   -4 1 1 1
  23573   21  -12   -4 1 1 1
  23574  -21  -11   -4 1 1 1
  23575  -20  -11   -4 1 1 1
  23576  -19  -11   -4 1 1 1
  23577  -18  -11   -4 1 1 1
  23578  -17  -11   -4 1 1 1
  23579  -16  -11   -4 1 1 1
  23580  -15  -11   -4 1 1 1
  23581  -14  -11   -4 1 1 1
  23582  -13  -11   -4 1 1 1
  23583  -12  -11   -4 1 1 1
  23584  -11  -11   -4 1 1 1
  23585  -10  -11   -4 1 1 1
  23586   -9  -11   -4 1 1 1
  23587   -8  -11   -4 1 1 1
  23588   -7  -11   -4 1 1 1
  23589   -6  -11   -4 1 1 1
  23590   -5  -11   -4 1 1 1
  23591   -4  -11   -4 1 1 1
  23592   -3  -11   -4 1 1 1
  23593   -2  -11   -4 1 1 1
  23594   -1  -11   -4 1 1 1
  23595    0  -11   -4 1 1 1
  23596    1  -11   -4 1 1 1
  23597    2  -11   -4 1 1 1
  23598    3  -11   -4 1 1 1
  23599    4  -11   -4 1 1 1
  23600    5  -11   -4 1 1 1
  23601    6  -11   -4 1 1 1
  23602    7  -11   -4 1 1 1
  23603    8  -11   -4 1 1 1
  23604    9  -11   -4 1 1 1
  23605   10  -11   -4 1 1 1
  23606   11  -11   -4 1 1 1
  23607   12  -11   -4 1 1 1
  23608   13  -11   -4 1 1 1
  23609   14  -11   -4 1 1 1
  23610   15  -11   -4 1 1 1
  23611   16  -11   -4 1 1 1
  23612   17  -11   -4 1 1 1
  23613   18  -11   -4 1 1 1
  23614   19  -11   -4 1 1 1
  23615   20  -11   -4 1 1 1
  23616   21  -11   -4 1 1 1
  23617  -22  -10   -4 1 1 1
  23618  -21  -10   -4 1 1 1
  23619  -20  -10   -4 1 1 1
  23620  -19  -10   -4 1 1 1
  23621  -18  -10   -4 1 1 1
  23622  -17  -10   -4 1 1 1
  23623  -16  -10   -4 1 1 1
  23624  -15  -10   -4 1 1 1
  23625  -14  -10   -4 1 1 1
  23626  -13  -10   -4 1 1 1
  23627  -12  -10   -4 1 1 1
  23628  -11  -10   -4 1 1 1
  23629  -10  -10   -4 1 1 1
  23630   -9  -10   -4 1 1 1
  23631   -8  -10   -4 1 1 1
  23632   -7  -10   -4 1 1 1
  23633   -6  -10   -4 1 1 1
  23634   -5  -10   -4 1 1 1
  23635   -4  -10   -4 1 1 1
  23636   -3  -10   -4 1 1 1
  23637   -2  -10   -4 1 1 1
  23638   -1  -10   -4 1 1 1
  23639    0  -10   -4 1 1 1
  23640    1  -10   -4 1 1 1
  23641    2  -10   -4 1 1 1
  23642    3  -10   -4 1 1 1
  23643    4  -10   -4 1 1 1
  23644    5  -10   -4 1 1 1
  23645    6  -10   -4 1 1 1
  23646    7  -10   -4 1 1 1
  23647    8  -10   -4 1 1 1
  23648    9  -10   -4 1 1 1
  23649   10  -10   -4 1 1 1
  23650   11  -10   -4 1 1 1
  23651   12  -10   -4 1 1 1
  23652   13  -10   -4 1 1 1
  23653   14  -10   -4 1 1 1
  23654   15  -10   -4 1 1 1
  23655   16  -10   -4 1 1 1
  23656   17  -10   -4 1 1 1
  23657   18  -10   -4 1 1 1
  23658   19  -10   -4 1 1 1
  23659   20  -10   -4 1 1 1
  23660   21  -10   -4 1 1 1
  23661   22  -10   -4 1 1 1
  23662  -22   -9   -4 1 1 1
  23663  -21   -9   -4 1 1 1
  23664  -20   -9   -4 1 1 1
  23665  -19   -9   -4 1 1 1
  23666  -18   -9   -4 1 1 1
  23667  -17   -9   -4 1 1 1
  23668  -16   -9   -4 1 1 1
  23669  -15   -9   -4 1 1 1
  23670  -14   -9   -4 1 1 1
  23671  -13   -9   -4 1 1 1
  23672  -12   -9   -4 1 1 1
  23673  -11   -9   -4 1 1 1
  23674  -10   -9   -4 1 1 1
  23675   -9   -9   -4 1 1 1
  23676   -8   -9   -4 1 1 1
  23677   -7   -9   -4 1 1 1
  23678   -6   -9   -4 1 1 1
  23679   -5   -9   -4 1 1 1
  23680   -4   -9   -4 1 1 1
  23681   -3   -9   -4 1 1 1
  23682   -2   -9   -4 1 1 1
  23683   -1   -9   -4 1 1 1
  23684    0   -9   -4 1 1 1
  23685    1   -9   -4 1 1 1
  23686    2   -9   -4 1 1 1
  23687    3   -9   -4 1 1 1
  23688    4   -9   -4 1 1 1
  23689    5   -9   -4 1 1 1
  23690    6   -9   -4 1 1 1
  23691    7   -9   -4 1 1 1
  23692    8   -9   -4 1 1 1
  23693    9   -9   -4 1 1 1
  23694   10   -9   -4 1 1 1
  23695   11   -9   -4 1 1 1
  23696   12   -9   -4 1 1 1
  23697   13   -9   -4 1 1 1
  23698   14   -9   -4 1 1 1
  23699   15   -9   -4 1 1 1
  23700   16   -9   -4 1 1 1
  23701   17   -9   -4 1 1 1
  23702   18   -9   -4 1 1 1
  23703   19   -9   -4 1 1 1
  23704   20   -9   -4 1 1 1
  23705   21   -9   -4 1 1 1
  23706   22   -9   -4 1 1 1
  23707  -23   -8   -4 1 1 1
  23708  -22   -8   -4 1 1 1
  23709  -21   -8   -4 1 1 1
  23710  -20   -8   -4 1 1 1
  23711  -19   -8   -4 1 1 1
  23712  -18   -8   -4 1 1 1
  23713  -17   -8   -4 1 1 1
  23714  -16   -8   -4 1 1 1
  23715  -15   -8   -4 1 1 1
  23716  -14   -8   -4 1 1 1
  23717  -13   -8   -4 1 1 1
  23718  -12   -8   -4 1 1 1
  23719  -11   -8   -4 1 1 1
  23720  -10   -8   -4 1 1 1
  23721   -9   -8   -4 1 1 1
  23722   -8   -8   -4 1 1 1
  23723   -7   -8   -4 1 1 1
  23724   -6   -8   -4 1 1 1
  23725   -5   -8   -4 1 1 1
  23726   -4   -8   -4 1 1 1
  23727   -3   -8   -4 1 1 1
  23728   -2   -8   -4 1 1 1
  23729   -1   -8   -4 1 1 1
  23730    0   -8   -4 1 1 1
  23731    1   -8   -4 1 1 1
  23732    2   -8   -4 1 1 1
  23733    3   -8   -4 1 1 1
  23734    4   -8   -4 1 1 1
  23735    5   -8   -4 1 1 1
  23736    6   -8   -4 1 1 1
  23737    7   -8   -4 1 1 1
  23738    8   -8   -4 1 1 1
  23739    9   -8   -4 1 1 1
  23740   10   -8   -4 1 1 1
  23741   11   -8   -4 1 1 1
  23742   12   -8   -4 1 1 1
  23743   13   -8   -4 1 1 1
  23744   14   -8   -4 1 1 1
  23745   15   -8   -4 1 1 1
  23746   16   -8   -4 1 1 1
  23747   17   -8   -4 1 1 1
  23748   18   -8   -4 1 1 1
  23749   19   -8   -4 1 1 1
  23750   20   -8   -4 1 1 1
  23751   21   -8   -4 1 1 1
  23752   22   -8   -4 1 1 1
  23753   23   -8   -4 1 1 1
  23754  -23   -7   -4 1 1 1
  23755  -22   -7   -4 1 1 1
  23756  -21   -7   -4 1 1 1
  23757  -20   -7   -4 1 1 1
  23758  -19   -7   -4 1 1 1
  23759  -18   -7   -4 1 1 1
  23760  -17   -7   -4 1 1 1
  23761  -16   -7   -4 1 1 1
  23762  -15   -7   -4 1 1 1
  23763  -14   -7   -4 1 1 1
  23764  -13   -7   -4 1 1 1
  23765  -12   -7   -4 1 1 1
  23766  -11   -7   -4 1 1 1
  23767  -10   -7   -4 1 1 1
  23768   -9   -7   -4 1 1 1
  23769   -8   -7   -4 1 1 1
  23770   -7   -7   -4 1 1 1
  23771   -6   -7   -4 1 1 1
  23772   -5   -7   -4 1 1 1
  23773   -4   -7   -4 1 1 1
  23774   -3   -7   -4 1 1 1
  23775   -2   -7   -4 1 1 1
  23776   -1   -7   -4 1 1 1
  23777    0   -7   -4 1 1 1
  23778    1   -7   -4 1 1 1
  23779    2   -7   -4 1 1 1
  23780    3   -7   -4 1 1 1
  23781    4   -7   -4 1 1 1
  23782    5   -7   -4 1 1 1
  23783    6   -7   -4 1 1 1
  23784    7   -7   -4 1 1 1
  23785    8   -7   -4 1 1 1
  23786    9   -7   -4 1 1 1
  23787   10   -7   -4 1 1 1
  23788   11   -7   -4 1 1 1
  23789   12   -7   -4 1 1 1
  23790   13   -7   -4 1 1 1
  23791   14   -7   -4 1 1 1
  23792   15   -7   -4 1 1 1
  23793   16   -7   -4 1 1 1
  23794   17   -7   -4 1 1 1
  23795   18   -7   -4 1 1 1
  23796   19   -7   -4 1 1 1
  23797   20   -7   -4 1 1 1
  23798   21   -7   -4 1 1 1
  23799   22   -7   -4 1 1 1
  23800   23   -7   -4 1 1 1
  23801  -23   -6   -4 1 1 1
  23802  -22   -6   -4 1 1 1
  23803  -21   -6   -4 1 1 1
  23804  -20   -6   -4 1 1 1
  23805  -19   -6   -4 1 1 1
