x,y,z,|F|^2,Fx,Fy,Fz
-1.4,1,-2.6,3.735875113e-06,-0.0004247204924,-0.001819970658,-0.0004931474632
-1,1,-2.6,8.48126441e-07,0.0002867636339,-0.0001891952477,-0.0008544578501
-0.6,1,-2.6,2.167117802e-06,3.162757545e-05,-0.0001257205967,-0.001466394159
-0.2,1,-2.6,1.29346517e-06,-3.833908404e-05,0.000615165759,-0.0009558066611
0.2,1,-2.6,1.29346517e-06,3.833908404e-05,0.000615165759,-0.0009558066611
0.6,1,-2.6,2.167117802e-06,-3.162757546e-05,-0.0001257205967,-0.001466394159
1,1,-2.6,8.48126441e-07,-0.0002867636339,-0.0001891952477,-0.0008544578501
1.4,1,-2.6,3.735875113e-06,0.0004247204924,-0.001819970658,-0.0004931474632
-1,1.4,-2.6,4.656638961e-06,-0.0008142025879,-0.001767011167,-0.0009334798563
-0.6,1.4,-2.6,5.640713265e-06,0.0001652679181,-0.00207975518,-0.001134908882
-0.2,1.4,-2.6,3.833177499e-06,0.0002649568199,-3.04403391e-05,-0.001939600157
0.2,1.4,-2.6,3.833177499e-06,-0.0002649568199,-3.04403391e-05,-0.001939600157
0.6,1.4,-2.6,5.640713266e-06,-0.0001652679181,-0.00207975518,-0.001134908882
1,1.4,-2.6,4.656638961e-06,0.0008142025879,-0.001767011167,-0.0009334798563
-0.2,1.8,-2.6,8.625953195e-06,-0.001049387423,-0.002366475933,-0.001387274627
0.2,1.8,-2.6,8.625953195e-06,0.001049387423,-0.002366475933,-0.001387274627
-0.6,-2.2,-2.2,6.887060438e-06,-0.00100330376,0.002010707233,-0.001355543591
-0.2,-2.2,-2.2,5.2361064e-06,-1.144913375e-05,0.001792304884,-0.001422539462
0.2,-2.2,-2.2,5.2361064e-06,1.144913374e-05,0.001792304884,-0.001422539462
0.6,-2.2,-2.2,6.887060438e-06,0.00100330376,0.002010707233,-0.001355543591
-1.4,-1.8,-2.2,8.629900823e-06,-0.0009188162483,0.002735909363,-0.0005481582661
-1,-1.8,-2.2,5.471331196e-06,6.496798784e-05,0.002214485823,-0.0007504418006
-0.6,-1.8,-2.2,5.570279014e-07,-9.65837194e-05,-0.0001365933028,-0.0007273525666
-0.2,-1.8,-2.2,7.732766355e-08,-0.0001662687847,5.990835026e-05,-0.0002146936058
0.2,-1.8,-2.2,7.732766355e-08,0.0001662687847,5.990835026e-05,-0.0002146936058
0.6,-1.8,-2.2,5.570279013e-07,9.658371941e-05,-0.0001365933028,-0.0007273525666
1,-1.8,-2.2,5.471331196e-06,-6.496798785e-05,0.002214485823,-0.0007504418006
1.4,-1.8,-2.2,8.629900823e-06,0.0009188162483,0.002735909363,-0.0005481582661
-1.8,-1.4,-2.2,1.10688379e-05,-0.0002653845482,0.00331542076,7.996325975e-05
-1.4,-1.4,-2.2,4.793161676e-07,8.668589492e-06,0.0006809633423,0.000124619218
-1,-1.4,-2.2,7.183242397e-07,-0.000332222626,0.0006115832181,0.0004836510456
-0.6,-1.4,-2.2,1.220760432e-07,-0.0002020159099,-4.655800596e-05,0.0002812436087
-0.2,-1.4,-2.2,6.127698592e-08,-7.263918239e-05,-0.0002364822091,-8.757847877e-06
0.2,-1.4,-2.2,6.127698592e-08,7.26391824e-05,-0.0002364822091,-8.757847876e-06
0.6,-1.4,-2.2,1.220760432e-07,0.0002020159099,-4.655800596e-05,0.0002812436088
1,-1.4,-2.2,7.183242397e-07,0.000332222626,0.0006115832181,0.0004836510456
1.4,-1.4,-2.2,4.793161676e-07,-8.668589493e-06,0.0006809633424,0.000124619218
1.8,-1.4,-2.2,1.10688379e-05,0.0002653845481,0.00331542076,7.996325977e-05
-1.8,-1,-2.2,3.512070037e-06,-0.0009306406924,0.001343683804,0.0009167833846
-1.4,-1,-2.2,1.690664097e-06,-0.0002456709175,0.0005692316764,0.001142928342
-1,-1,-2.2,7.219808328e-07,-0.0003229526639,0.0002558381081,0.0007431213037
-0.6,-1,-2.2,2.554750095e-07,-0.0002748905432,-4.705883244e-05,0.0004215396364
-0.2,-1,-2.2,8.579183588e-08,-0.0001016961949,-0.0001886388655,0.0001996624608
0.2,-1,-2.2,8.579183588e-08,0.0001016961949,-0.0001886388655,0.0001996624608
0.6,-1,-2.2,2.554750095e-07,0.0002748905432,-4.705883244e-05,0.0004215396364
1,-1,-2.2,7.219808328e-07,0.0003229526639,0.0002558381081,0.0007431213037
1.4,-1,-2.2,1.690664097e-06,0.0002456709175,0.0005692316764,0.001142928342
1.8,-1,-2.2,3.512070037e-06,0.0009306406924,0.001343683804,0.0009167833846
-2.2,-0.6,-2.2,1.254848515e-05,-0.000287213756,0.003401347903,0.0009470088956
-1.8,-0.6,-2.2,1.022262096e-06,0.0001029209311,0.000211787875,0.0009832676512
-1.4,-0.6,-2.2,1.818072078e-06,-0.0003920879696,0.0002204429613,0.001271119193
-1,-0.6,-2.2,1.057599649e-06,-0.0003938617684,7.751429817e-05,0.0009468178757
-0.6,-0.6,-2.2,4.67307225e-07,-0.0002876026287,-5.017067311e-05,0.0006181220402
-0.2,-0.6,-2.2,2.216604972e-07,-9.958987823e-05,-0.000142806666,0.0004374341202
0.2,-0.6,-2.2,2.216604972e-07,9.958987825e-05,-0.000142806666,0.0004374341202
0.6,-0.6,-2.2,4.67307225e-07,0.0002876026287,-5.017067311e-05,0.0006181220402
1,-0.6,-2.2,1.057599649e-06,0.0003938617684,7.751429817e-05,0.0009468178757
1.4,-0.6,-2.2,1.818072078e-06,0.0003920879696,0.0002204429613,0.001271119193
1.8,-0.6,-2.2,1.022262096e-06,-0.0001029209311,0.000211787875,0.0009832676512
2.2,-0.6,-2.2,1.254848515e-05,0.000287213756,0.003401347903,0.0009470088956
-2.2,-0.2,-2.2,2.013599279e-06,-0.0003280798743,0.0005333761444,0.001273370631
-1.8,-0.2,-2.2,3.330526321e-06,-0.0001090095327,7.127780075e-05,0.0018203194
-1.4,-0.2,-2.2,2.263502309e-06,-0.0003375229844,3.383406754e-05,0.001465754345
-1,-0.2,-2.2,1.340844114e-06,-0.0004057331682,1.887015517e-05,0.001084374763
-0.6,-0.2,-2.2,6.598357543e-07,-0.0002835702611,-2.703470278e-05,0.0007607185986
-0.2,-0.2,-2.2,3.359901835e-07,-9.775955286e-05,-5.629505166e-05,0.0005685632072
0.2,-0.2,-2.2,3.359901835e-07,9.775955287e-05,-5.629505166e-05,0.0005685632072
0.6,-0.2,-2.2,6.598357544e-07,0.0002835702611,-2.703470278e-05,0.0007607185986
1,-0.2,-2.2,1.340844114e-06,0.0004057331682,1.887015517e-05,0.001084374763
1.4,-0.2,-2.2,2.263502309e-06,0.0003375229844,3.383406754e-05,0.001465754345
1.8,-0.2,-2.2,3.330526321e-06,0.0001090095327,7.127780075e-05,0.0018203194
2.2,-0.2,-2.2,2.013599279e-06,0.0003280798743,0.0005333761444,0.001273370631
-2.2,0.2,-2.2,2.013599279e-06,-0.0003280798743,-0.0005333761444,0.001273370631
-1.8,0.2,-2.2,3.330526321e-06,-0.0001090095327,-7.127780075e-05,0.0018203194
-1.4,0.2,-2.2,2.263502309e-06,-0.0003375229844,-3.383406754e-05,0.001465754345
-1,0.2,-2.2,1.340844114e-06,-0.0004057331682,-1.887015517e-05,0.001084374763
-0.6,0.2,-2.2,6.598357543e-07,-0.0002835702611,2.703470278e-05,0.0007607185986
-0.2,0.2,-2.2,3.359901835e-07,-9.775955286e-05,5.629505166e-05,0.0005685632072
0.2,0.2,-2.2,3.359901835e-07,9.775955287e-05,5.629505166e-05,0.0005685632072
0.6,0.2,-2.2,6.598357544e-07,0.0002835702611,2.703470278e-05,0.0007607185986
1,0.2,-2.2,1.340844114e-06,0.0004057331682,-1.887015517e-05,0.001084374763
1.4,0.2,-2.2,2.263502309e-06,0.0003375229844,-3.383406754e-05,0.001465754345
1.8,0.2,-2.2,3.330526321e-06,0.0001090095327,-7.127780075e-05,0.0018203194
2.2,0.2,-2.2,2.013599279e-06,0.0003280798743,-0.0005333761444,0.001273370631
-2.2,0.6,-2.2,1.254848515e-05,-0.000287213756,-0.003401347903,0.0009470088956
-1.8,0.6,-2.2,1.022262096e-06,0.0001029209311,-0.000211787875,0.0009832676512
-1.4,0.6,-2.2,1.818072078e-06,-0.0003920879696,-0.0002204429613,0.001271119193
-1,0.6,-2.2,1.057599649e-06,-0.0003938617684,-7.751429817e-05,0.0009468178757
-0.6,0.6,-2.2,4.67307225e-07,-0.0002876026287,5.017067311e-05,0.0006181220402
-0.2,0.6,-2.2,2.216604972e-07,-9.958987823e-05,0.000142806666,0.0004374341202
0.2,0.6,-2.2,2.216604972e-07,9.958987825e-05,0.000142806666,0.0004374341202
0.6,0.6,-2.2,4.673072251e-07,0.0002876026287,5.017067311e-05,0.0006181220402
1,0.6,-2.2,1.057599649e-06,0.0003938617684,-7.751429817e-05,0.0009468178757
1.4,0.6,-2.2,1.818072078e-06,0.0003920879696,-0.0002204429613,0.001271119193
1.8,0.6,-2.2,1.022262096e-06,-0.0001029209311,-0.000211787875,0.0009832676512
2.2,0.6,-2.2,1.254848515e-05,0.000287213756,-0.003401347903,0.0009470088956
-1.8,1,-2.2,3.512070037e-06,-0.0009306406924,-0.001343683804,0.0009167833846
-1.4,1,-2.2,1.690664097e-06,-0.0002456709175,-0.0005692316764,0.001142928342
-1,1,-2.2,7.219808328e-07,-0.0003229526639,-0.0002558381081,0.0007431213037
-0.6,1,-2.2,2.554750095e-07,-0.0002748905432,4.705883244e-05,0.0004215396364
-0.2,1,-2.2,8.579183588e-08,-0.0001016961949,0.0001886388655,0.0001996624608
0.2,1,-2.2,8.579183588e-08,0.0001016961949,0.0001886388655,0.0001996624608
0.6,1,-2.2,2.554750095e-07,0.0002748905432,4.705883244e-05,0.0004215396364
1,1,-2.2,7.219808328e-07,0.0003229526639,-0.0002558381081,0.0007431213037
1.4,1,-2.2,1.690664097e-06,0.0002456709175,-0.0005692316764,0.001142928342
1.8,1,-2.2,3.512070037e-06,0.0009306406924,-0.001343683804,0.0009167833846
-1.8,1.4,-2.2,1.10688379e-05,-0.0002653845482,-0.00331542076,7.996325975e-05
-1.4,1.4,-2.2,4.793161676e-07,8.66858949e-06,-0.0006809633423,0.000124619218
-1,1.4,-2.2,7.183242397e-07,-0.000332222626,-0.0006115832181,0.0004836510456
-0.6,1.4,-2.2,1.220760432e-07,-0.0002020159099,4.655800596e-05,0.0002812436087
-0.2,1.4,-2.2,6.127698592e-08,-7.263918239e-05,0.0002364822091,-8.757847877e-06
0.2,1.4,-2.2,6.127698592e-08,7.26391824e-05,0.0002364822091,-8.757847876e-06
0.6,1.4,-2.2,1.220760432e-07,0.0002020159099,4.655800596e-05,0.0002812436088
1,1.4,-2.2,7.183242397e-07,0.000332222626,-0.0006115832181,0.0004836510456
1.4,1.4,-2.2,4.793161676e-07,-8.668589495e-06,-0.0006809633424,0.000124619218
1.8,1.4,-2.2,1.10688379e-05,0.0002653845481,-0.00331542076,7.996325977e-05
-1.4,1.8,-2.2,8.629900823e-06,-0.0009188162483,-0.002735909363,-0.0005481582661
-1,1.8,-2.2,5.471331196e-06,6.496798784e-05,-0.002214485823,-0.0007504418006
-0.6,1.8,-2.2,5.570279014e-07,-9.65837194e-05,0.0001365933028,-0.0007273525666
-0.2,1.8,-2.2,7.732766355e-08,-0.0001662687847,-5.990835026e-05,-0.0002146936058
0.2,1.8,-2.2,7.732766355e-08,0.0001662687847,-5.990835026e-05,-0.0002146936058
0.6,1.8,-2.2,5.570279013e-07,9.658371941e-05,0.0001365933028,-0.0007273525666
1,1.8,-2.2,5.471331196e-06,-6.496798786e-05,-0.002214485823,-0.0007504418006
1.4,1.8,-2.2,8.629900823e-06,0.0009188162483,-0.002735909363,-0.0005481582661
-0.6,2.2,-2.2,6.887060438e-06,-0.00100330376,-0.002010707233,-0.001355543591
-0.2,2.2,-2.2,5.2361064e-06,-1.144913375e-05,-0.001792304884,-0.001422539462
0.2,2.2,-2.2,5.2361064e-06,1.144913374e-05,-0.001792304884,-0.001422539462
0.6,2.2,-2.2,6.887060438e-06,0.00100330376,-0.002010707233,-0.001355543591
-0.2,-2.6,-1.8,9.41572093e-06,-0.001058948278,0.002609846228,-0.001217806281
0.2,-2.6,-1.8,9.415720931e-06,0.001058948278,0.002609846228,-0.001217806281
-1.4,-2.2,-1.8,1.974597365e-05,-0.001034859789,0.004240443139,-0.0008328750527
-1,-2.2,-1.8,1.095660811e-05,-0.0001132592498,0.00330380951,-0.0001691838495
-0.6,-2.2,-1.8,8.966401296e-06,-4.513375328e-05,0.002919667071,0.0006632559364
-0.2,-2.2,-1.8,6.783742081e-07,-6.825733947e-07,0.0004677809645,0.0006779046478
0.2,-2.2,-1.8,6.783742081e-07,6.825734113e-07,0.0004677809645,0.0006779046478
0.6,-2.2,-1.8,8.966401296e-06,4.513375328e-05,0.002919667071,0.0006632559364
1,-2.2,-1.8,1.095660811e-05,0.0001132592498,0.00330380951,-0.0001691838495
1.4,-2.2,-1.8,1.974597365e-05,0.001034859789,0.004240443139,-0.0008328750527
-1.8,-1.8,-1.8,3.074617479e-05,-0.0006574293499,0.005505795527,-1.330592682e-05
-1.4,-1.8,-1.8,4.737578708e-06,-0.0001661615016,0.001889491287,0.001067610294
-1,-1.8,-1.8,3.896426808e-06,-0.0003752997382,0.001611707007,0.001076093602
-0.6,-1.8,-1.8,2.382848953e-06,-0.0003097026038,0.001273468816,0.0008156043315
-0.2,-1.8,-1.8,9.99369855e-07,-0.0001457527395,0.0006604913318,0.0007361230839
0.2,-1.8,-1.8,9.99369855e-07,0.0001457527395,0.0006604913318,0.0007361230839
0.6,-1.8,-1.8,2.382848953e-06,0.0003097026038,0.001273468816,0.0008156043315
1,-1.8,-1.8,3.896426808e-06,0.0003752997382,0.001611707007,0.001076093602
1.4,-1.8,-1.8,4.737578708e-06,0.0001661615016,0.001889491287,0.001067610294
1.8,-1.8,-1.8,3.074617479e-05,0.0006574293499,0.005505795528,-1.330592681e-05
-2.2,-1.4,-1.8,3.91557867e-05,-0.000211989988,0.006221415977,0.000636262667
-1.8,-1.4,-1.8,8.738818919e-06,0.0002535536105,0.002558836092,0.001458385183
-1.4,-1.4,-1.8,4.377446913e-06,-0.0003977540219,0.001666828555,0.001200383781
-1,-1.4,-1.8,3.011121768e-06,-0.000556302566,0.001263099294,0.001051774404
-0.6,-1.4,-1.8,1.728582852e-06,-0.000443555138,0.0008275595684,0.0009203188862
-0.2,-1.4,-1.8,1.002473949e-06,-0.0001724504481,0.0005142739137,0.0008415801409
0.2,-1.4,-1.8,1.002473949e-06,0.0001724504481,0.0005142739137,0.0008415801409
0.6,-1.4,-1.8,1.728582852e-06,0.0004435551381,0.0008275595684,0.0009203188862
1,-1.4,-1.8,3.011121768e-06,0.000556302566,0.001263099294,0.001051774404
1.4,-1.4,-1.8,4.377446913e-06,0.0003977540219,0.001666828555,0.001200383781
1.8,-1.4,-1.8,8.738818919e-06,-0.0002535536105,0.002558836092,0.001458385183
2.2,-1.4,-1.8,3.91557867e-05,0.000211989988,0.006221415977,0.000636262667
-2.2,-1,-1.8,9.479904393e-06,-0.0003731544338,0.003043732627,0.0002763183993
-1.8,-1,-1.8,5.88699135e-06,-0.0002283573076,0.001987764209,0.001372456825
-1.4,-1,-1.8,3.731156656e-06,-0.0005738902797,0.001330676914,0.001277147428
-1,-1,-1.8,2.398910487e-06,-0.0006705567332,0.0008625366397,0.001097859144
-0.6,-1,-1.8,1.441049548e-06,-0.0005063156111,0.0005256093906,0.0009531153225
-0.2,-1,-1.8,9.168509937e-07,-0.000186469537,0.0003510906861,0.0008711001295
0.2,-1,-1.8,9.168509938e-07,0.000186469537,0.0003510906861,0.0008711001295
0.6,-1,-1.8,1.441049548e-06,0.0005063156111,0.0005256093906,0.0009531153225
1,-1,-1.8,2.398910487e-06,0.0006705567332,0.0008625366397,0.001097859144
1.4,-1,-1.8,3.731156656e-06,0.0005738902797,0.001330676914,0.001277147428
1.8,-1,-1.8,5.88699135e-06,0.0002283573076,0.001987764209,0.001372456825
2.2,-1,-1.8,9.479904393e-06,0.0003731544338,0.003043732627,0.0002763183993
-2.2,-0.6,-1.8,7.415453216e-06,-0.001366534355,0.001361643528,0.001921968776
-1.8,-0.6,-1.8,3.399078823e-06,-0.0002932997503,0.0009231560175,0.001568705532
-1.4,-0.6,-1.8,2.791016821e-06,-0.000716968235,0.0007372397611,0.001316605828
-1,-0.6,-1.8,2.014115879e-06,-0.0007412011608,0.000483613448,0.001109438935
-0.6,-0.6,-1.8,1.279438365e-06,-0.000524254919,0.0002903722992,0.0009593117705
-0.2,-0.6,-1.8,8.483969419e-07,-0.000185130796,0.0001824920675,0.0008836402976
0.2,-0.6,-1.8,8.483969419e-07,0.000185130796,0.0001824920675,0.0008836402976
0.6,-0.6,-1.8,1.279438365e-06,0.000524254919,0.0002903722992,0.0009593117705
1,-0.6,-1.8,2.014115879e-06,0.0007412011608,0.000483613448,0.001109438935
1.4,-0.6,-1.8,2.791016821e-06,0.000716968235,0.0007372397611,0.001316605828
1.8,-0.6,-1.8,3.399078823e-06,0.0002932997503,0.0009231560175,0.001568705532
2.2,-0.6,-1.8,7.415453216e-06,0.001366534355,0.001361643528,0.001921968776
-2.6,-0.2,-1.8,1.809106178e-05,-9.553948588e-05,0.004156975358,0.0008952596576
-2.2,-0.2,-1.8,3.298210277e-06,0.0005802225657,3.947846124e-05,0.001720463165
-1.8,-0.2,-1.8,2.721995702e-06,-0.0004195654346,0.000213522855,0.001581255368
-1.4,-0.2,-1.8,2.395364386e-06,-0.000753641694,0.0002210165171,0.001333619242
-1,-0.2,-1.8,1.840108214e-06,-0.0007617070617,0.0001583309418,0.001111234394
-0.6,-0.2,-1.8,1.209609906e-06,-0.0005237618484,9.036234446e-05,0.0009628697102
-0.2,-0.2,-1.8,8.325549376e-07,-0.0001819206798,5.307463083e-05,0.0008925485351
0.2,-0.2,-1.8,8.325549376e-07,0.0001819206798,5.307463083e-05,0.0008925485351
0.6,-0.2,-1.8,1.209609906e-06,0.0005237618484,9.036234445e-05,0.0009628697102
1,-0.2,-1.8,1.840108214e-06,0.0007617070618,0.0001583309418,0.001111234394
1.4,-0.2,-1.8,2.395364386e-06,0.000753641694,0.0002210165171,0.001333619242
1.8,-0.2,-1.8,2.721995702e-06,0.0004195654346,0.000213522855,0.001581255368
2.2,-0.2,-1.8,3.298210278e-06,-0.0005802225657,3.947846124e-05,0.001720463165
2.6,-0.2,-1.8,1.809106178e-05,9.553948587e-05,0.004156975358,0.0008952596576
-2.6,0.2,-1.8,1.809106178e-05,-9.553948589e-05,-0.004156975358,0.0008952596576
-2.2,0.2,-1.8,3.298210277e-06,0.0005802225657,-3.947846124e-05,0.001720463165
-1.8,0.2,-1.8,2.721995702e-06,-0.0004195654346,-0.000213522855,0.001581255368
-1.4,0.2,-1.8,2.395364386e-06,-0.000753641694,-0.0002210165171,0.001333619242
-1,0.2,-1.8,1.840108214e-06,-0.0007617070617,-0.0001583309418,0.001111234394
-0.6,0.2,-1.8,1.209609906e-06,-0.0005237618484,-9.036234446e-05,0.0009628697102
-0.2,0.2,-1.8,8.325549376e-07,-0.0001819206798,-5.307463083e-05,0.0008925485351
0.2,0.2,-1.8,8.325549376e-07,0.0001819206798,-5.307463083e-05,0.0008925485351
0.6,0.2,-1.8,1.209609906e-06,0.0005237618484,-9.036234445e-05,0.0009628697102
1,0.2,-1.8,1.840108214e-06,0.0007617070618,-0.0001583309418,0.001111234394
1.4,0.2,-1.8,2.395364386e-06,0.000753641694,-0.0002210165171,0.001333619242
1.8,0.2,-1.8,2.721995702e-06,0.0004195654346,-0.000213522855,0.001581255368
2.2,0.2,-1.8,3.298210278e-06,-0.0005802225657,-3.947846124e-05,0.001720463165
2.6,0.2,-1.8,1.809106178e-05,9.553948587e-05,-0.004156975358,0.0008952596576
-2.2,0.6,-1.8,7.415453216e-06,-0.001366534355,-0.001361643528,0.001921968776
-1.8,0.6,-1.8,3.399078823e-06,-0.0002932997503,-0.0009231560175,0.001568705532
-1.4,0.6,-1.8,2.791016821e-06,-0.000716968235,-0.0007372397611,0.001316605828
-1,0.6,-1.8,2.014115879e-06,-0.0007412011608,-0.000483613448,0.001109438935
-0.6,0.6,-1.8,1.279438365e-06,-0.000524254919,-0.0002903722992,0.0009593117705
-0.2,0.6,-1.8,8.483969419e-07,-0.0001851307959,-0.0001824920675,0.0008836402976
0.2,0.6,-1.8,8.483969419e-07,0.000185130796,-0.0001824920675,0.0008836402976
0.6,0.6,-1.8,1.279438365e-06,0.000524254919,-0.0002903722992,0.0009593117705
