x,y,z,|F|^2,Fx,Fy,Fz
-0.5006980048,-0.8344966747,-3.838684704,5.253254417e-06,-0.0006609007853,0.001661709442,-0.001433592097
-0.1668993349,-0.8344966747,-3.838684704,6.408548001e-06,-2.860543106e-05,0.001979945202,-0.001577195842
0.1668993349,-0.8344966747,-3.838684704,6.408548014e-06,2.860553789e-05,0.001979945206,-0.001577195841
0.5006980048,-0.8344966747,-3.838684704,5.253254463e-06,0.0006609008806,0.001661709416,-0.001433592099
-0.8344966747,-0.5006980048,-3.838684704,3.24739555e-06,-0.0003201115595,0.001572007115,-0.0008208031248
-0.5006980048,-0.5006980048,-3.838684704,1.803461862e-06,0.0002323675057,0.0003215581162,-0.001282991653
-0.1668993349,-0.5006980048,-3.838684704,2.777686106e-06,5.137428154e-05,0.0005912675131,-0.001557385475
0.1668993349,-0.5006980048,-3.838684704,2.777686077e-06,-5.137415201e-05,0.000591267518,-0.001557385468
0.5006980048,-0.5006980048,-3.838684704,1.803461799e-06,-0.0002323674008,0.0003215581282,-0.001282991645
0.8344966747,-0.5006980048,-3.838684704,3.247395437e-06,0.0003201116342,0.001572007053,-0.0008208031464
-0.8344966747,-0.1668993349,-3.838684704,7.071229047e-07,-0.0002516872293,0.0002611111726,-0.0007586813553
-0.5006980048,-0.1668993349,-3.838684704,1.866080089e-06,0.000221799123,8.817114378e-05,-0.001345032003
-0.1668993349,-0.1668993349,-3.838684704,2.741753771e-06,0.0001155265808,0.0001471526036,-0.001645221411
0.1668993349,-0.1668993349,-3.838684704,2.741753706e-06,-0.000115526438,0.0001471526059,-0.001645221401
0.5006980048,-0.1668993349,-3.838684704,1.866079996e-06,-0.0002217990079,8.817114814e-05,-0.001345031987
0.8344966747,-0.1668993349,-3.838684704,7.071229461e-07,0.0002516872908,0.0002611111606,-0.0007586813663
-0.8344966747,0.1668993349,-3.838684704,7.071229047e-07,-0.0002516872293,-0.0002611111726,-0.0007586813553
-0.5006980048,0.1668993349,-3.838684704,1.866080089e-06,0.000221799123,-8.817114376e-05,-0.001345032003
-0.1668993349,0.1668993349,-3.838684704,2.741753771e-06,0.0001155265808,-0.0001471526036,-0.001645221411
0.1668993349,0.1668993349,-3.838684704,2.741753706e-06,-0.000115526438,-0.0001471526058,-0.001645221401
0.5006980048,0.1668993349,-3.838684704,1.866079996e-06,-0.0002217990079,-8.817114812e-05,-0.001345031987
0.8344966747,0.1668993349,-3.838684704,7.071229461e-07,0.0002516872908,-0.0002611111605,-0.0007586813663
-0.8344966747,0.5006980048,-3.838684704,3.24739555e-06,-0.0003201115595,-0.001572007115,-0.0008208031248
-0.5006980048,0.5006980048,-3.838684704,1.803461862e-06,0.0002323675057,-0.0003215581162,-0.001282991653
-0.1668993349,0.5006980048,-3.838684704,2.777686106e-06,5.137428154e-05,-0.0005912675131,-0.001557385475
0.1668993349,0.5006980048,-3.838684704,2.777686077e-06,-5.137415201e-05,-0.000591267518,-0.001557385468
0.5006980048,0.5006980048,-3.838684704,1.803461799e-06,-0.0002323674008,-0.0003215581282,-0.001282991645
0.8344966747,0.5006980048,-3.838684704,3.247395437e-06,0.0003201116342,-0.001572007053,-0.0008208031464
-0.5006980048,0.8344966747,-3.838684704,5.253254417e-06,-0.0006609007853,-0.001661709442,-0.001433592097
-0.1668993349,0.8344966747,-3.838684704,6.408548001e-06,-2.860543105e-05,-0.001979945202,-0.001577195842
0.1668993349,0.8344966747,-3.838684704,6.408548014e-06,2.86055379e-05,-0.001979945206,-0.001577195841
0.5006980048,0.8344966747,-3.838684704,5.253254463e-06,0.0006609008806,-0.001661709416,-0.001433592099
-0.5006980048,-1.835892684,-3.504886034,4.512855623e-06,-0.0008768678611,0.001752026253,-0.0008211957038
-0.1668993349,-1.835892684,-3.504886034,2.278852815e-06,-0.0001316126047,0.001211431622,-0.0008910467791
0.1668993349,-1.835892684,-3.504886034,2.278852808e-06,0.0001316126579,0.0012114316,-0.0008910467976
0.5006980048,-1.835892684,-3.504886034,4.512855327e-06,0.0008768679162,0.001752026117,-0.0008211957569
-1.168295345,-1.502094014,-3.504886034,1.246796675e-05,-0.0007209095413,0.003451169076,-0.0001941344733
-0.8344966747,-1.502094014,-3.504886034,2.455655987e-06,-0.000217232522,0.001490872882,-0.0004310035585
-0.5006980048,-1.502094014,-3.504886034,1.158180716e-06,-0.0006684222748,-0.000389721014,-0.0007480039504
-0.1668993349,-1.502094014,-3.504886034,1.015112776e-06,-0.0002649418002,-0.0002479915976,-0.0009399036045
0.1668993349,-1.502094014,-3.504886034,1.015112825e-06,0.0002649418379,-0.000247991602,-0.0009399036189
0.5006980048,-1.502094014,-3.504886034,1.158180835e-06,0.0006684223018,-0.0003897210215,-0.0007480040019
0.8344966747,-1.502094014,-3.504886034,2.455655748e-06,0.0002172326209,0.001490872756,-0.0004310036663
1.168295345,-1.502094014,-3.504886034,1.246796451e-05,0.0007209096054,0.00345116873,-0.0001941346214
-1.502094014,-1.168295345,-3.504886034,2.358150873e-05,0.0001045120352,0.004841051381,0.0003671613953
-1.168295345,-1.168295345,-3.504886034,6.648164483e-07,-0.0007208686989,0.0003706365866,8.827960063e-05
-0.8344966747,-1.168295345,-3.504886034,9.869457564e-07,-0.0008740251852,-0.0002111032112,-0.0004224466431
-0.5006980048,-1.168295345,-3.504886034,2.086253557e-06,-0.0006522163868,-0.0008284333926,-0.0009872008182
-0.1668993349,-1.168295345,-3.504886034,2.204820983e-06,-0.0002371674112,-0.0008027218583,-0.001226462482
0.1668993349,-1.168295345,-3.504886034,2.204821007e-06,0.0002371674622,-0.000802721851,-0.001226462487
0.5006980048,-1.168295345,-3.504886034,2.08625365e-06,0.0006522164308,-0.0008284333803,-0.0009872008469
0.8344966747,-1.168295345,-3.504886034,9.869459026e-07,0.0008740252207,-0.0002111032408,-0.000422446728
1.168295345,-1.168295345,-3.504886034,6.648164419e-07,0.0007208687554,0.0003706365043,8.827944889e-05
1.502094014,-1.168295345,-3.504886034,2.358150413e-05,-0.0001045118899,0.004841050925,0.0003671611876
-1.502094014,-0.8344966747,-3.504886034,8.762001184e-06,-0.002118339819,0.001958430564,0.0006627120945
-1.168295345,-0.8344966747,-3.504886034,1.142834708e-06,-0.001037320263,-0.0002165004829,0.0001411698273
-0.8344966747,-0.8344966747,-3.504886034,1.597025428e-06,-0.0009261179826,-0.0006941251384,-0.0005074654689
-0.5006980048,-0.8344966747,-3.504886034,8.725550244e-07,-0.0005800708475,-0.0006232739969,-0.0003841905271
-0.1668993349,-0.8344966747,-3.504886034,5.667906367e-07,-0.0001669396128,-0.0004852759936,-0.0005508439093
0.1668993349,-0.8344966747,-3.504886034,5.667906505e-07,0.0001669396638,-0.0004852759828,-0.0005508439159
0.5006980048,-0.8344966747,-3.504886034,8.725550638e-07,0.00058007088,-0.0006232739777,-0.0003841905605
0.8344966747,-0.8344966747,-3.504886034,1.597025524e-06,0.0009261180088,-0.0006941251344,-0.0005074655218
1.168295345,-0.8344966747,-3.504886034,1.142834757e-06,0.001037320298,-0.0002165005195,0.0001411696866
1.502094014,-0.8344966747,-3.504886034,8.762000036e-06,0.002118339794,0.001958430373,0.0006627118749
-1.835892684,-0.5006980048,-3.504886034,3.92738745e-05,-0.0004444556181,0.006174123203,0.0009780267757
-1.502094014,-0.5006980048,-3.504886034,1.589506387e-06,-0.000978983414,-8.661729847e-05,0.0007896805087
-1.168295345,-0.5006980048,-3.504886034,1.91480404e-06,-0.001301809822,-0.0003918369468,0.0002579903773
-0.8344966747,-0.5006980048,-3.504886034,8.659044981e-07,-0.0008181957809,-0.000442704436,2.174728827e-05
-0.5006980048,-0.5006980048,-3.504886034,4.913572543e-07,-0.0003391518519,-0.0003386107489,-0.0005115428001
-0.1668993349,-0.5006980048,-3.504886034,5.594448669e-07,-7.956838558e-05,-0.0001611937451,-0.0007260374064
0.1668993349,-0.5006980048,-3.504886034,5.59444872e-07,7.956844631e-05,-0.0001611937371,-0.000726037405
